gesamt
11.821
11.777
11.641
11.534
11.382
11.299
11.331
11.283
11.153
11.075
11.022
11.038
11.141
11.197
11.201
11.205
11.343
11.452
11.600
11.664
12.006
12.063
12.345
12.736
13.234
13.805
14.207
14.483
14.759
15.022
15.175
15.298
15.501
15.632
15.764
15.769
15.678
15.621
15.699
16.007
15.995
15.969
16.192
16.357
16.333
16.247
16.383
16.485
16.293
16.386
16.362
16.322
16.415
16.253
16.156
16.084
16.026
15.809
15.682
15.586
15.048
15.142
15.244
15.130
15.372
15.211
15.110
15.012
15.008
15.138
15.198
15.227
15.215
15.308
15.508
15.729
15.927
15.836
15.777
15.578
15.378
15.036
14.820
14.603
14.565
14.263
14.050
14.005
13.886
13.666
13.357
13.134
12.890
12.619
12.498
12.477
12.213
12.011
12.020
11.906
11.705
11.646
11.619
11.558
11.421
11.428
11.466
11.448
11.411
11.388
11.464
11.403
11.485
11.548
11.688
11.853
12.242
12.440
12.548
12.867
13.433
13.762
14.090
14.426
14.798
15.054
15.236
15.309
15.555
15.735
15.892
15.930
15.991
16.018
16.074
16.156
16.142
16.165
16.210
16.323
16.438
16.507
16.477
16.439
16.411
16.421
16.501
16.420
16.409
16.358
16.272
16.152
16.088
15.922
15.897
16.257
15.917
15.744
15.619
15.519
15.502
15.254
15.223
15.199
15.119
15.182
15.278
15.350
15.323
15.400
15.638
15.788
15.756
15.577
15.434
15.251
15.102
14.878
14.643
14.462
14.236
13.961
13.802
13.556
13.369
13.120
12.954
12.715
12.561
12.393
12.195
12.112
12.053
11.937
11.884
11.708
11.476
11.474
11.435
11.350
11.308
11.321
11.318
11.284
11.290
11.287
11.331
11.420
11.519
11.576
11.777
11.888
12.181
12.339
12.604
12.932
13.485
13.871
14.143
14.543
14.844
15.092
15.249
15.364
15.451
15.636
15.736
15.804
15.799
15.885
15.992
16.083
16.212
16.171
16.238
16.306
16.287
16.161
16.151
16.235
16.141
16.218
16.287
16.085
16.287
16.140
15.939
15.748
15.813
15.715
15.714
15.555
15.602
15.391
15.296
15.228
15.147
14.912
14.905
14.931
14.897
14.873
14.876
14.892
14.857
14.966
15.218
15.256
15.330
15.156
15.035
14.893
14.859
14.732
14.538
14.406
14.090
13.866
13.709
13.564
13.403
13.233
13.085
12.865
12.581
12.377
12.300
12.222
11.883
11.703
11.612
11.474
11.319
11.263
11.147
11.021
11.031
10.907
10.954
10.931
10.916
10.940
10.916
10.799
10.792
10.771
10.831
10.910
10.987
10.932
10.929
10.901
11.065
11.173
11.334
11.358
11.547
11.728
11.835
11.974
12.150
12.389
12.616
12.772
12.891
12.984
13.116
13.162
13.348
13.434
13.412
13.522
13.817
13.939
14.028
14.149
14.183
14.099
14.044
14.037
13.970
13.836
13.980
13.976
13.866
13.666
13.647
13.639
13.575
13.439
13.325
13.338
13.347
13.181
13.106
13.133
13.254
13.237
13.379
13.376
13.408
13.488
13.711
13.799
13.789
13.571
13.456
13.348
13.304
12.990
12.853
12.697
12.570
12.376
12.340
12.294
12.104
11.878
11.760
11.591
11.345
11.194
11.026
10.925
10.783
10.611
10.574
10.454
10.444
10.397
10.215
10.185
10.233
10.165
10.047
9.995
9.993
9.882
9.856
9.893
9.996
9.926
9.994
10.045
10.101
10.083
10.160
10.188
10.368
10.361
10.425
10.421
10.561
10.704
10.697
10.886
10.991
11.172
11.407
11.632
12.029
12.268
12.392
12.583
12.870
13.202
13.176
13.229
13.368
13.604
13.774
13.727
13.804
13.809
13.832
13.601
13.108
12.831
12.605
12.603
12.563
12.456
12.291
12.282
12.359
12.416
12.291
12.345
12.353
12.330
12.167
12.165
12.425
12.423
12.414
12.478
12.607
12.800
12.966
13.225
13.262
13.136
12.991
12.849
12.760
12.478
12.356
12.191
12.195
12.157
12.036
11.966
12.099
11.960
11.821
11.590
11.502
11.377
11.151
11.193
10.986
10.876
10.640
10.800
10.441
10.373
10.442
10.552
10.423
10.382
10.430
10.554
10.627
10.644
10.671
10.721
10.928
11.035
11.192
11.439
11.784
11.948
12.298
12.489
12.965
13.248
13.632
14.202
14.724
15.074
15.284
15.236
15.515
15.570
15.753
15.773
15.873
15.935
15.981
15.984
16.052
16.104
16.297
16.470
16.506
16.699
16.791
16.803
16.915
16.968
17.052
16.101
16.139
17.110
16.888
16.666
16.588
16.476
16.310
15.344
16.060
15.865
15.828
15.765
15.602
15.398
15.316
15.271
15.252
15.229
15.379
15.417
15.443
15.649
15.903
16.133
16.045
16.053
15.933
15.804
15.508
15.162
14.943
14.713
14.675
14.394
14.124
13.968
13.644
13.504
13.379
13.213
13.046
12.859
12.706
12.502
12.277
12.207
12.057
11.953
11.858
11.836
11.782
11.693
11.606
11.498
11.496
11.468
11.534
11.474
11.534
11.461
11.539
11.587
11.878
11.988
12.109
12.277
12.551
12.799
13.465
14.040
14.390
14.686
15.096
15.388
15.681
15.778
15.868
16.011
16.146
16.251
16.210
16.244
16.323
16.437
16.490
16.552
16.701
16.690
16.731
16.733
16.877
16.921
17.012
17.081
17.163
17.102
17.074
17.087
16.933
16.733
16.662
16.441
16.372
16.269
16.385
16.352
16.155
15.951
15.832
15.738
15.764
15.561
15.398
15.459
15.500
15.471
15.537
15.679
15.948
16.209
16.270
16.178
16.107
15.941
15.618
15.410
15.180
15.018
14.815
14.509
14.208
14.082
13.966
13.813
13.620
13.456
13.191
12.941
12.763
12.533
12.264
12.150
12.015
11.927
11.797
11.713
11.691
11.622
11.573
11.555
11.487
11.486
11.611
11.583
11.574
11.542
11.616
11.724
11.856
12.067
12.355
12.505
12.661
12.818
13.467
13.909
14.423
14.623
14.919
15.158
15.367
15.507
15.644
15.731
15.868
15.907
15.864
15.988
16.129
16.082
16.172
16.263
16.227
16.174
16.561
16.744
16.803
16.863
17.040
16.944
16.921
16.840
16.676
16.492
16.220
16.126
16.037
16.042
15.864
15.798
15.770
15.598
15.419
15.279
15.153
14.926
14.904
14.948
15.040
15.133
15.315
15.210
15.370
15.498
15.724
15.939
15.902
15.706
15.584
15.531
15.322
15.110
14.806
14.550
14.490
14.444
14.177
14.072
13.874
13.728
13.429
13.171
12.951
12.895
12.731
12.505
12.175
12.119
11.980
11.766
11.673
11.613
11.598
11.479
11.418
11.406
11.404
11.409
11.474
11.564
11.612
11.569
11.683
11.732
11.878
12.106
12.336
12.553
12.892
12.889
13.815
14.229
14.571
14.175
15.242
15.408
15.632
15.725
15.872
16.087
16.144
16.182
16.282
16.266
16.416
16.428
16.568
16.413
16.592
16.651
16.896
16.943
17.096
17.234
17.193
17.171
17.209
17.294
17.316
17.227
16.990
16.730
16.807
16.528
16.259
16.193
16.032
16.117
16.128
15.939
15.878
15.908
15.928
15.941
15.887
15.958
15.966
15.978
16.014
16.121
16.310
16.449
16.586
16.486
16.330
16.177
15.993
15.687
15.479
15.411
14.987
14.684
14.511
14.267
14.021
13.694
13.466
13.170
13.089
12.839
12.804
12.656
12.447
12.358
12.308
12.321
12.191
12.097
12.123
12.025
11.849
11.748
11.706
11.710
11.611
11.569
11.515
11.437
11.574
11.770
11.770
11.901
12.129
12.352
12.751
12.916
13.293
13.754
14.168
14.480
14.832
15.214
15.326
15.550
15.843
15.943
15.950
16.000
16.176
16.220
16.333
16.105
16.219
16.303
16.303
16.328
16.266
16.273
16.320
16.320
16.342
16.337
16.293
16.190
16.050
16.099
15.799
15.628
15.400
15.342
15.273
15.149
15.138
14.961
14.940
14.847
14.819
14.651
14.572
14.404
14.466
14.538
14.636
14.730
14.714
14.892
15.158
15.325
15.260
15.003
14.782
14.622
14.344
13.949
13.780
13.672
13.349
13.167
13.027
12.816
12.597
12.438
12.164
11.956
11.807
11.583
11.520
11.512
11.493
11.261
11.252
11.171
10.938
10.866
10.708
10.554
10.522
10.511
10.525
10.596
10.611
10.704
10.649
10.617
10.683
10.726
10.857
11.017
11.063
11.046
11.108
11.281
11.182
11.195
11.291
11.330
11.614
11.766
11.924
12.179
12.317
12.480
12.852
12.986
13.114
13.200
13.367
13.548
13.782
13.870
13.851
13.778
13.785
13.915
13.901
13.895
13.770
13.961
14.032
13.975
13.861
13.767
13.617
13.553
13.453
13.354
13.290
13.220
13.154
13.264
13.237
12.952
12.830
12.790
12.651
12.585
12.830
12.738
12.832
12.844
12.858
13.118
13.302
13.357
13.380
13.247
13.053
12.817
12.772
12.466
12.332
12.161
11.876
11.724
11.608
11.527
11.483
11.288
11.127
11.013
10.856
10.741
10.619
10.425
10.216
10.050
9.829
9.845
9.713
9.663
9.668
9.618
9.446
9.411
9.358
9.339
9.343
9.393
9.410
9.314
9.450
9.497
9.553
9.573
9.385
9.479
9.476
9.490
9.502
9.534
9.558
9.693
9.967
10.034
10.071
10.201
10.326
10.517
10.780
10.979
11.200
11.393
11.517
11.765
11.931
11.991
12.337
12.544
12.474
12.533
12.722
12.760
12.745
12.656
12.679
12.613
12.707
12.682
12.509
12.190
12.314
12.340
12.155
12.089
11.930
11.928
11.840
11.784
11.890
11.872
11.769
11.703
11.971
12.060
12.175
12.424
12.706
12.865
13.061
13.048
12.953
12.757
12.687
12.554
12.553
12.483
12.432
12.299
12.118
12.162
12.138
11.968
11.996
11.931
11.642
11.555
11.377
11.430
11.345
11.249
11.076
11.170
10.982
11.110
11.003
10.820
10.779
10.718
10.522
10.564
10.569
10.469
10.456
10.482
10.478
10.334
10.628
10.675
10.902
11.137
11.483
11.639
11.883
12.301
12.976
13.456
13.930
14.172
14.697
14.991
15.310
15.447
15.797
15.884
16.004
16.182
16.112
16.039
16.172
16.293
16.377
16.315
16.435
16.620
17.000
17.158
16.921
16.989
17.140
17.205
17.288
17.297
17.203
17.104
17.032
16.733
16.764
16.769
16.324
16.600
16.798
16.582
16.274
16.140
16.016
15.684
15.658
15.640
15.794
15.639
15.860
15.925
16.020
16.222
16.422
16.393
16.303
16.207
16.073
15.981
15.779
15.448
15.233
14.918
14.610
14.520
14.249
14.081
13.782
13.771
13.592
13.357
13.100
13.038
12.843
12.667
12.325
12.050
11.962
11.867
11.689
11.645
11.654
11.516
11.474
11.450
11.548
11.512
11.378
11.384
11.464
11.391
11.573
11.614
11.730
11.895
12.412
12.457
12.720
13.082
13.819
14.071
14.413
14.801
15.223
15.539
15.653
15.785
16.046
16.144
16.256
15.378
16.259
16.231
16.241
16.215
16.313
16.516
16.767
16.913
16.916
16.873
17.092
17.108
16.607
16.893
16.856
17.247
17.197
17.256
17.009
16.788
16.834
16.719
16.532
16.240
16.103
15.876
15.706
15.358
15.503
15.371
15.280
15.069
15.172
15.189
15.187
15.161
15.299
15.521
15.658
15.785
15.676
15.634
15.488
15.282
15.168
14.998
14.734
14.497
14.232
14.082
13.939
13.737
13.565
13.388
13.147
12.978
12.630
12.612
12.459
12.263
11.858
11.556
11.507
11.400
11.345
11.360
11.315
11.273
11.178
11.205
11.171
11.081
11.176
11.214
11.206
11.206
11.299
11.416
11.463
11.653
11.786
11.866
12.143
12.497
13.225
13.668
14.047
14.338
14.732
15.041
15.201
15.375
15.536
15.707
15.803
15.718
15.790
15.768
16.057
16.159
16.214
16.160
16.266
16.449
16.528
16.637
16.730
16.790
16.750
16.748
16.466
16.710
16.550
16.405
16.246
16.157
16.129
16.047
15.909
15.835
15.883
15.672
15.216
15.513
15.567
15.493
15.403
15.391
15.284
15.325
15.341
15.399
15.642
15.795
16.014
16.059
16.043
15.818
15.583
15.522
15.412
15.248
14.952
14.926
14.654
14.400
14.200
14.043
13.902
13.721
13.499
13.348
13.135
12.953
12.721
12.533
12.091
11.866
11.792
11.650
11.624
11.456
11.348
11.325
11.347
11.352
11.346
11.267
11.357
11.394
11.385
11.327
11.307
11.463
11.603
11.717
12.023
12.281
12.598
12.982
13.551
13.980
14.337
14.564
14.906
15.178
15.440
15.492
15.685
15.791
15.876
15.954
15.789
15.790
15.798
15.799
15.754
15.953
16.059
16.176
16.256
16.199
16.271
16.466
16.185
16.057
15.956
15.865
15.793
15.812
15.609
15.592
15.896
15.740
15.484
15.420
15.354
15.242
15.225
15.220
15.150
15.213
15.192
15.182
15.366
15.076
15.067
15.111
15.416
15.698
15.934
15.958
15.872
15.699
15.675
15.526
15.246
15.037
14.776
14.687
14.469
14.206
14.022
13.921
13.693
13.454
13.255
13.202
12.849
12.698
12.550
12.442
12.313
12.227
12.078
11.925
11.787
11.624
11.500
11.357
11.272
11.322
11.414
11.365
11.311
11.259
11.282
11.219
11.249
11.401
11.583
11.541
11.916
12.128
12.353
12.561
13.262
13.544
13.806
14.078
14.504
14.757
15.067
15.218
15.436
15.511
15.704
15.854
15.890
15.817
16.191
15.985
15.945
16.121
16.079
16.183
16.096
16.122
16.348
16.321
16.340
16.276
16.180
16.034
15.963
15.762
15.644
15.535
15.440
15.312
15.244
15.315
15.469
15.262
15.110
14.947
14.869
14.844
14.850
14.793
14.809
14.874
14.877
14.945
15.245
15.382
15.539
15.502
15.379
15.284
15.172
15.110
14.915
14.555
14.274
13.991
13.734
13.562
13.283
13.166
12.936
12.853
12.604
12.335
12.115
11.970
11.769
11.616
11.534
11.370
11.244
11.182
11.035
10.894
10.794
10.615
10.724
10.622
10.553
10.427
10.602
10.537
10.439
10.315
10.380
10.360
10.396
10.392
10.507
10.541
10.521
10.586
10.809
10.832
10.980
11.036
11.227
11.432
11.577
11.767
12.059
12.200
12.359
12.427
12.685
12.821
13.053
13.235
13.249
13.284
13.330
13.535
13.659
13.794
13.900
13.999
13.993
13.966
13.845
13.725
13.570
13.349
13.300
13.154
13.104
13.073
12.927
12.833
12.976
12.803
12.713
12.615
12.615
12.648
12.531
12.465
12.655
12.744
12.888
13.124
13.307
13.493
13.571
13.530
13.389
13.233
13.087
12.818
12.714
12.469
12.251
12.159
12.167
11.977
11.905
11.737
11.533
11.365
11.263
11.207
10.910
10.773
10.601
10.551
10.223
10.066
9.948
9.806
9.557
9.619
9.555
9.549
9.756
9.671
9.602
9.434
9.596
9.485
9.503
9.548
9.587
9.466
9.577
9.572
9.547
9.582
9.662
9.647
9.678
9.697
9.664
9.722
9.802
9.799
9.927
10.042
10.158
10.214
10.500
10.723
10.980
11.074
11.233
11.444
11.399
11.411
11.643
11.827
11.764
11.966
12.117
12.181
12.301
12.387
12.368
12.441
12.398
12.387
12.390
12.284
12.265
12.056
11.918
11.743
11.840
11.736
11.561
11.378
11.502
11.347
11.330
11.288
11.265
11.326
11.427
11.473
11.805
12.103
12.351
12.401
12.371
12.282
12.218
12.101
12.040
11.868
11.770
11.685
11.628
11.565
11.469
11.331
11.303
11.229
11.108
11.093
11.147
11.041
10.874
10.715
10.666
10.504
10.382
10.325
10.145
10.000
9.946
9.896
9.871
9.877
9.741
9.706
9.773
9.735
9.759
9.703
9.805
9.766
9.820
9.781
9.892
9.879
10.011
10.160
10.511
10.467
10.440
10.655
11.132
11.359
11.547
11.764
11.861
12.054
12.266
12.484
12.816
12.912
13.046
13.091
13.284
13.370
13.428
13.514
13.639
13.783
13.792
13.940
14.051
14.170
14.306
14.256
14.178
14.050
13.966
13.946
13.989
13.846
13.786
13.638
13.600
13.454
13.378
13.318
13.188
13.159
13.069
13.001
13.124
13.140
13.157
13.309
13.616
13.886
13.992
13.987
13.974
13.842
13.672
13.581
13.538
13.358
13.349
13.250
12.968
12.679
12.572
12.396
12.265
12.149
11.987
11.921
11.757
11.645
11.473
11.411
11.167
11.165
11.047
10.971
10.561
10.479
10.342
10.372
10.280
10.253
10.174
10.144
10.437
10.484
10.374
10.357
10.455
10.521
10.544
10.484
10.619
10.697
10.819
10.897
11.078
11.116
11.163
11.243
11.520
11.661
11.779
11.981
12.077
12.159
12.454
12.706
12.805
13.000
13.175
13.303
13.573
13.545
13.763
13.853
13.900
14.151
14.363
14.446
14.583
14.713
14.844
14.876
14.669
14.558
14.495
14.511
14.451
14.146
13.929
13.776
13.825
13.654
13.506
13.372
13.377
13.276
13.357
13.300
13.319
13.459
13.425
13.456
13.280
13.931
14.218
14.265
14.298
14.206
14.164
14.072
13.978
13.891
13.797
13.729
13.729
13.484
13.286
13.158
13.097
12.865
12.812
12.798
12.711
12.552
12.349
12.223
12.063
11.893
11.681
11.557
11.500
11.496
11.479
11.412
11.237
11.099
11.038
11.047
10.973
10.888
10.855
10.888
10.885
10.899
11.003
11.055
11.261
11.386
11.489
11.707
12.120
12.383
12.664
13.043
13.892
14.213
14.559
14.764
15.078
15.415
15.541
15.930
16.293
16.405
16.417
16.455
16.321
16.285
16.441
16.890
16.735
16.867
17.034
17.186
17.520
17.442
17.523
17.608
17.401
17.320
