Datum;Uhrzeit;Gesamt (Netzlast)[MWh];Residuallast[MWh];Pumpspeicher[MWh]
01.11.2022;01:00;10.280;4.966;216
01.11.2022;01:15;10.253;4.907;288
01.11.2022;01:30;10.174;4.807;277
01.11.2022;01:45;10.144;4.752;395
01.11.2022;02:00;10.437;5.013;675
01.11.2022;02:15;10.484;5.042;728
01.11.2022;02:30;10.374;4.936;792
01.11.2022;02:45;10.357;4.880;832
01.11.2022;03:00;10.455;4.972;1.072
01.11.2022;03:15;10.521;5.041;1.073
01.11.2022;03:30;10.544;5.044;1.063
01.11.2022;03:45;10.484;4.989;1.074
01.11.2022;04:00;10.619;5.066;1.163
01.11.2022;04:15;10.697;5.142;1.166
01.11.2022;04:30;10.819;5.210;1.137
01.11.2022;04:45;10.897;5.198;1.147
01.11.2022;05:00;11.078;5.272;967
01.11.2022;05:15;11.116;5.234;1.131
01.11.2022;05:30;11.163;5.203;1.170
01.11.2022;05:45;11.243;5.179;1.110
01.11.2022;06:00;11.520;5.306;935
01.11.2022;06:15;11.661;5.274;746
01.11.2022;06:30;11.779;5.325;621
01.11.2022;06:45;11.981;5.438;512
01.11.2022;07:00;12.077;5.348;355
01.11.2022;07:15;12.159;5.271;291
01.11.2022;07:30;12.454;5.406;307
01.11.2022;07:45;12.706;5.420;373
01.11.2022;08:00;12.805;5.218;414
01.11.2022;08:15;13.000;5.193;360
01.11.2022;08:30;13.175;5.101;374
01.11.2022;08:45;13.303;5.016;368
01.11.2022;09:00;13.573;5.220;194
01.11.2022;09:15;13.545;5.018;228
01.11.2022;09:30;13.763;4.984;322
01.11.2022;09:45;13.853;4.748;518
01.11.2022;10:00;13.900;4.480;790
01.11.2022;10:15;14.151;4.430;867
01.11.2022;10:30;14.363;4.573;1.094
01.11.2022;10:45;14.446;4.512;1.052
01.11.2022;11:00;14.583;4.349;1.161
01.11.2022;11:15;14.713;4.326;1.153
01.11.2022;11:30;14.844;4.327;1.296
01.11.2022;11:45;14.876;4.322;1.310
01.11.2022;12:00;14.669;4.096;1.377
01.11.2022;12:15;14.558;4.005;1.413
01.11.2022;12:30;14.495;3.952;1.405
01.11.2022;12:45;14.511;4.158;1.445
01.11.2022;13:00;14.451;4.426;1.466
01.11.2022;13:15;14.146;4.411;1.407
01.11.2022;13:30;13.929;4.277;1.361
01.11.2022;13:45;13.776;4.426;1.336
01.11.2022;14:00;13.825;4.723;1.301
01.11.2022;14:15;13.654;4.814;1.123
01.11.2022;14:30;13.506;5.050;899
01.11.2022;14:45;13.372;5.377;576
01.11.2022;15:00;13.377;5.774;615
01.11.2022;15:15;13.276;6.188;400
01.11.2022;15:30;13.357;6.842;334
01.11.2022;15:45;13.300;7.339;194
01.11.2022;16:00;13.319;7.751;160
01.11.2022;16:15;13.459;8.156;92
01.11.2022;16:30;13.425;8.241;49
01.11.2022;16:45;13.456;8.271;43
01.11.2022;17:00;13.280;7.969;18
01.11.2022;17:15;13.931;8.493;41
01.11.2022;17:30;14.218;8.657;40
01.11.2022;17:45;14.265;8.553;57
01.11.2022;18:00;14.298;8.449;77
01.11.2022;18:15;14.206;8.265;78
01.11.2022;18:30;14.164;8.072;82
01.11.2022;18:45;14.072;7.881;24
01.11.2022;19:00;13.978;7.634;70
01.11.2022;19:15;13.891;7.447;3
01.11.2022;19:30;13.797;7.274;12
01.11.2022;19:45;13.729;7.059;33
01.11.2022;20:00;13.729;7.074;25
01.11.2022;20:15;13.484;6.785;100
01.11.2022;20:30;13.286;6.516;81
01.11.2022;20:45;13.158;6.338;87
01.11.2022;21:00;13.097;6.274;72
01.11.2022;21:15;12.865;6.005;121
01.11.2022;21:30;12.812;5.909;232
01.11.2022;21:45;12.798;5.825;290
01.11.2022;22:00;12.711;5.855;55
01.11.2022;22:15;12.552;5.654;53
01.11.2022;22:30;12.349;5.452;86
01.11.2022;22:45;12.223;5.268;198
01.11.2022;23:00;12.063;5.163;454
01.11.2022;23:15;11.893;4.953;709
01.11.2022;23:30;11.681;4.701;1.006
01.11.2022;23:45;11.557;4.645;1.120
02.11.2022;00:00;11.500;4.448;944
02.11.2022;00:15;11.496;4.322;1.139
02.11.2022;00:30;11.479;4.339;1.308
02.11.2022;00:45;11.412;4.435;1.335
02.11.2022;01:00;11.237;4.132;1.153
02.11.2022;01:15;11.099;3.957;1.235
02.11.2022;01:30;11.038;3.864;1.302
02.11.2022;01:45;11.047;3.846;1.352
02.11.2022;02:00;10.973;3.843;1.519
02.11.2022;02:15;10.888;3.736;1.555
02.11.2022;02:30;10.855;3.630;1.565
02.11.2022;02:45;10.888;3.600;1.604
02.11.2022;03:00;10.885;3.524;1.567
02.11.2022;03:15;10.899;3.443;1.580
02.11.2022;03:30;11.003;3.479;1.587
02.11.2022;03:45;11.055;3.519;1.596
02.11.2022;04:00;11.261;3.716;1.607
02.11.2022;04:15;11.386;3.780;1.603
02.11.2022;04:30;11.489;3.776;1.615
02.11.2022;04:45;11.707;3.894;1.549
02.11.2022;05:00;12.120;4.485;1.573
02.11.2022;05:15;12.383;4.635;1.449
02.11.2022;05:30;12.664;4.727;1.284
02.11.2022;05:45;13.043;4.854;1.017
02.11.2022;06:00;13.892;5.544;819
02.11.2022;06:15;14.213;5.570;609
02.11.2022;06:30;14.559;5.981;375
02.11.2022;06:45;14.764;5.997;285
02.11.2022;07:00;15.078;6.370;89
02.11.2022;07:15;15.415;6.676;88
02.11.2022;07:30;15.541;6.576;106
02.11.2022;07:45;15.930;6.617;61
02.11.2022;08:00;16.293;6.913;9
02.11.2022;08:15;16.405;6.822;8
02.11.2022;08:30;16.417;6.495;10
02.11.2022;08:45;16.455;6.240;71
02.11.2022;09:00;16.321;5.943;85
02.11.2022;09:15;16.285;5.629;105
02.11.2022;09:30;16.441;5.426;125
02.11.2022;09:45;16.890;5.307;357
02.11.2022;10:00;16.735;5.062;473
02.11.2022;10:15;16.867;4.887;612
02.11.2022;10:30;17.034;4.790;803
02.11.2022;10:45;17.186;4.605;981
02.11.2022;11:00;17.520;5.062;1.094
02.11.2022;11:15;17.442;5.003;1.125
02.11.2022;11:30;17.523;5.050;1.102
02.11.2022;11:45;17.608;5.080;1.096
02.11.2022;12:00;17.401;4.875;951
02.11.2022;12:15;17.320;4.919;966
02.11.2022;12:30;17.282;5.034;970
02.11.2022;12:45;17.095;4.986;888
02.11.2022;13:00;16.989;5.150;942
02.11.2022;13:15;16.767;5.181;655
02.11.2022;13:30;16.633;5.410;471
02.11.2022;13:45;16.286;5.393;418
02.11.2022;14:00;16.245;5.727;570
02.11.2022;14:15;16.190;6.071;396
02.11.2022;14:30;16.137;6.578;197
02.11.2022;14:45;16.100;7.029;140
02.11.2022;15:00;16.007;7.393;199
02.11.2022;15:15;16.263;8.280;115
02.11.2022;15:30;15.927;8.624;35
02.11.2022;15:45;15.851;9.240;34
02.11.2022;16:00;15.960;9.806;17
02.11.2022;16:15;15.951;10.256;17
02.11.2022;16:30;15.965;10.551;16
02.11.2022;16:45;15.909;10.615;16
02.11.2022;17:00;16.158;11.006;3
02.11.2022;17:15;16.267;11.116;61
02.11.2022;17:30;16.345;11.142;78
02.11.2022;17:45;16.281;10.977;77
02.11.2022;18:00;16.136;10.764;65
02.11.2022;18:15;16.052;10.639;25
02.11.2022;18:30;16.045;10.591;67
02.11.2022;18:45;16.002;10.492;32
02.11.2022;19:00;15.958;10.292;54
02.11.2022;19:15;15.838;10.136;100
02.11.2022;19:30;15.717;9.825;122
02.11.2022;19:45;15.642;9.686;188
02.11.2022;20:00;15.450;9.404;160
02.11.2022;20:15;15.142;9.082;210
02.11.2022;20:30;14.872;8.768;211
02.11.2022;20:45;14.658;8.519;273
