Datum;Uhrzeit;Gesamt (Netzlast)[MWh];Residuallast[MWh];Pumpspeicher[MWh]
12.10.2022;00:00;11.821;11.252;192
12.10.2022;00:15;11.777;11.204;286
12.10.2022;00:30;11.641;11.061;512
12.10.2022;00:45;11.534;10.931;634
12.10.2022;01:00;11.382;10.756;810
12.10.2022;01:15;11.299;10.666;1.030
12.10.2022;01:30;11.331;10.714;1.089
12.10.2022;01:45;11.283;10.668;1.122
12.10.2022;02:00;11.153;10.523;1.225
12.10.2022;02:15;11.075;10.428;1.246
12.10.2022;02:30;11.022;10.368;1.292
12.10.2022;02:45;11.038;10.379;975
12.10.2022;03:00;11.141;10.483;1.541
12.10.2022;03:15;11.197;10.552;1.166
12.10.2022;03:30;11.201;10.566;1.322
12.10.2022;03:45;11.205;10.552;1.268
12.10.2022;04:00;11.343;10.684;1.365
12.10.2022;04:15;11.452;10.782;1.082
12.10.2022;04:30;11.600;10.930;1.139
12.10.2022;04:45;11.664;11.015;992
12.10.2022;05:00;12.006;11.393;731
12.10.2022;05:15;12.063;11.461;622
12.10.2022;05:30;12.345;11.716;413
12.10.2022;05:45;12.736;12.103;299
12.10.2022;06:00;13.234;12.602;144
12.10.2022;06:15;13.805;13.163;31
12.10.2022;06:30;14.207;13.549;4
12.10.2022;06:45;14.483;13.798;6
12.10.2022;07:00;14.759;14.066;13
12.10.2022;07:15;15.022;14.331;6
12.10.2022;07:30;15.175;14.469;1
12.10.2022;07:45;15.298;14.517;1
12.10.2022;08:00;15.501;14.541;1
12.10.2022;08:15;15.632;14.423;1
12.10.2022;08:30;15.764;14.236;1
12.10.2022;08:45;15.769;13.831;1
12.10.2022;09:00;15.678;13.288;1
12.10.2022;09:15;15.621;12.765;5
12.10.2022;09:30;15.699;12.371;43
12.10.2022;09:45;16.007;12.227;49
12.10.2022;10:00;15.995;11.795;72
12.10.2022;10:15;15.969;11.372;78
12.10.2022;10:30;16.192;11.276;123
12.10.2022;10:45;16.357;11.188;140
12.10.2022;11:00;16.333;10.930;42
12.10.2022;11:15;16.247;10.635;47
12.10.2022;11:30;16.383;10.533;113
12.10.2022;11:45;16.485;10.444;132
12.10.2022;12:00;16.293;10.062;157
12.10.2022;12:15;16.386;9.995;230
12.10.2022;12:30;16.362;9.855;300
12.10.2022;12:45;16.322;9.744;390
12.10.2022;13:00;16.415;9.800;360
12.10.2022;13:15;16.253;9.656;389
12.10.2022;13:30;16.156;9.599;478
12.10.2022;13:45;16.084;9.623;567
12.10.2022;14:00;16.026;9.735;452
12.10.2022;14:15;15.809;9.718;425
12.10.2022;14:30;15.682;9.710;362
12.10.2022;14:45;15.586;9.827;484
12.10.2022;15:00;15.048;9.521;557
12.10.2022;15:15;15.142;9.882;519
12.10.2022;15:30;15.244;10.307;334
12.10.2022;15:45;15.130;10.543;145
12.10.2022;16:00;15.372;11.218;303
12.10.2022;16:15;15.211;11.528;234
12.10.2022;16:30;15.110;11.892;111
12.10.2022;16:45;15.012;12.270;42
12.10.2022;17:00;15.008;12.721;160
12.10.2022;17:15;15.138;13.289;49
12.10.2022;17:30;15.198;13.735;14
12.10.2022;17:45;15.227;14.079;1
12.10.2022;18:00;15.215;14.243;1
12.10.2022;18:15;15.308;14.390;1
12.10.2022;18:30;15.508;14.552;1
12.10.2022;18:45;15.729;14.708;1
12.10.2022;19:00;15.927;14.807;1
12.10.2022;19:15;15.836;14.610;1
12.10.2022;19:30;15.777;14.465;1
12.10.2022;19:45;15.578;14.174;1
12.10.2022;20:00;15.378;13.882;1
12.10.2022;20:15;15.036;13.429;1
12.10.2022;20:30;14.820;13.087;1
12.10.2022;20:45;14.603;12.766;2
12.10.2022;21:00;14.565;12.614;43
12.10.2022;21:15;14.263;12.190;33
12.10.2022;21:30;14.050;11.866;50
12.10.2022;21:45;14.005;11.769;260
12.10.2022;22:00;13.886;11.590;249
12.10.2022;22:15;13.666;11.381;163
12.10.2022;22:30;13.357;11.046;178
12.10.2022;22:45;13.134;10.774;318
12.10.2022;23:00;12.890;10.501;194
12.10.2022;23:15;12.619;10.164;309
12.10.2022;23:30;12.498;10.007;368
12.10.2022;23:45;12.477;9.934;451
13.10.2022;00:00;12.213;9.693;517
13.10.2022;00:15;12.011;9.461;579
13.10.2022;00:30;12.020;9.405;838
13.10.2022;00:45;11.906;9.261;1.125
13.10.2022;01:00;11.705;9.059;1.449
13.10.2022;01:15;11.646;8.986;1.501
13.10.2022;01:30;11.619;8.969;1.534
13.10.2022;01:45;11.558;8.958;1.545
13.10.2022;02:00;11.421;8.850;1.543
13.10.2022;02:15;11.428;8.868;1.536
13.10.2022;02:30;11.466;8.953;1.527
13.10.2022;02:45;11.448;9.037;1.541
13.10.2022;03:00;11.411;9.084;1.533
13.10.2022;03:15;11.388;9.075;1.468
13.10.2022;03:30;11.464;9.186;1.443
13.10.2022;03:45;11.403;9.165;1.399
13.10.2022;04:00;11.485;9.298;1.338
13.10.2022;04:15;11.548;9.385;1.335
13.10.2022;04:30;11.688;9.571;1.282
13.10.2022;04:45;11.853;9.769;1.138
13.10.2022;05:00;12.242;10.169;1.008
13.10.2022;05:15;12.440;10.358;805
13.10.2022;05:30;12.548;10.418;627
13.10.2022;05:45;12.867;10.700;500
13.10.2022;06:00;13.433;11.191;238
13.10.2022;06:15;13.762;11.478;10
13.10.2022;06:30;14.090;11.781;4
13.10.2022;06:45;14.426;12.097;2
13.10.2022;07:00;14.798;12.552;1
13.10.2022;07:15;15.054;12.821;1
13.10.2022;07:30;15.236;12.982;1
13.10.2022;07:45;15.309;12.922;1
13.10.2022;08:00;15.555;12.987;1
13.10.2022;08:15;15.735;12.952;1
13.10.2022;08:30;15.892;12.912;1
13.10.2022;08:45;15.930;12.774;1
13.10.2022;09:00;15.991;12.698;2
13.10.2022;09:15;16.018;12.540;2
13.10.2022;09:30;16.074;12.477;1
13.10.2022;09:45;16.156;12.436;1
13.10.2022;10:00;16.142;12.313;1
13.10.2022;10:15;16.165;12.143;1
13.10.2022;10:30;16.210;12.000;2
13.10.2022;10:45;16.323;11.999;2
13.10.2022;11:00;16.438;11.997;2
13.10.2022;11:15;16.507;11.977;2
13.10.2022;11:30;16.477;11.823;2
13.10.2022;11:45;16.439;11.657;12
13.10.2022;12:00;16.411;11.526;22
13.10.2022;12:15;16.421;11.485;33
13.10.2022;12:30;16.501;11.505;106
13.10.2022;12:45;16.420;11.340;151
13.10.2022;13:00;16.409;11.313;188
13.10.2022;13:15;16.358;11.341;210
13.10.2022;13:30;16.272;11.333;215
13.10.2022;13:45;16.152;11.273;265
13.10.2022;14:00;16.088;11.379;314
13.10.2022;14:15;15.922;11.411;194
13.10.2022;14:30;15.897;11.584;156
13.10.2022;14:45;16.257;12.127;93
13.10.2022;15:00;15.917;12.036;234
13.10.2022;15:15;15.744;12.122;110
13.10.2022;15:30;15.619;12.273;90
13.10.2022;15:45;15.519;12.464;110
13.10.2022;16:00;15.502;12.714;121
13.10.2022;16:15;15.254;12.732;18
13.10.2022;16:30;15.223;12.932;27
13.10.2022;16:45;15.199;13.106;2
13.10.2022;17:00;15.119;13.227;8
13.10.2022;17:15;15.182;13.487;2
13.10.2022;17:30;15.278;13.716;2
13.10.2022;17:45;15.350;13.873;2
13.10.2022;18:00;15.323;13.904;1
13.10.2022;18:15;15.400;14.009;1
13.10.2022;18:30;15.638;14.252;1
13.10.2022;18:45;15.788;14.408;1
13.10.2022;19:00;15.756;14.294;1
13.10.2022;19:15;15.577;14.038;1
13.10.2022;19:30;15.434;13.821;2
13.10.2022;19:45;15.251;13.564;2
13.10.2022;20:00;15.102;13.314;2
13.10.2022;20:15;14.878;13.023;2
13.10.2022;20:30;14.643;12.749;5
13.10.2022;20:45;14.462;12.547;4
13.10.2022;21:00;14.236;12.352;3
13.10.2022;21:15;13.961;12.072;5
13.10.2022;21:30;13.802;11.896;6
13.10.2022;21:45;13.556;11.662;6
13.10.2022;22:00;13.369;11.486;6
13.10.2022;22:15;13.120;11.254;6
13.10.2022;22:30;12.954;11.081;13
13.10.2022;22:45;12.715;10.840;50
13.10.2022;23:00;12.561;10.760;92
13.10.2022;23:15;12.393;10.667;144
13.10.2022;23:30;12.195;10.510;211
13.10.2022;23:45;12.112;10.458;325
14.10.2022;00:00;12.053;10.420;262
14.10.2022;00:15;11.937;10.349;343
14.10.2022;00:30;11.884;10.357;463
14.10.2022;00:45;11.708;10.216;586
14.10.2022;01:00;11.476;10.006;670
14.10.2022;01:15;11.474;10.029;1.023
14.10.2022;01:30;11.435;10.049;1.080
14.10.2022;01:45;11.350;10.009;1.120
14.10.2022;02:00;11.308;9.995;1.254
14.10.2022;02:15;11.321;10.018;1.279
14.10.2022;02:30;11.318;10.037;1.257
14.10.2022;02:45;11.284;9.998;1.273
14.10.2022;03:00;11.290;10.002;1.449
14.10.2022;03:15;11.287;10.020;1.454
14.10.2022;03:30;11.331;10.085;1.422
14.10.2022;03:45;11.420;10.195;1.439
14.10.2022;04:00;11.519;10.343;1.553
14.10.2022;04:15;11.576;10.406;1.548
14.10.2022;04:30;11.777;10.620;1.435
14.10.2022;04:45;11.888;10.750;1.337
14.10.2022;05:00;12.181;11.041;1.097
14.10.2022;05:15;12.339;11.211;1.044
14.10.2022;05:30;12.604;11.493;928
14.10.2022;05:45;12.932;11.825;811
14.10.2022;06:00;13.485;12.387;458
14.10.2022;06:15;13.871;12.776;148
14.10.2022;06:30;14.143;13.028;26
14.10.2022;06:45;14.543;13.406;2
14.10.2022;07:00;14.844;13.700;1
14.10.2022;07:15;15.092;13.931;1
14.10.2022;07:30;15.249;14.086;2
14.10.2022;07:45;15.364;14.154;2
14.10.2022;08:00;15.451;14.133;3
14.10.2022;08:15;15.636;14.208;3
14.10.2022;08:30;15.736;14.173;3
14.10.2022;08:45;15.804;14.061;3
14.10.2022;09:00;15.799;13.871;2
14.10.2022;09:15;15.885;13.737;1
14.10.2022;09:30;15.992;13.602;1
14.10.2022;09:45;16.083;13.410;3
14.10.2022;10:00;16.212;13.227;3
14.10.2022;10:15;16.171;12.910;4
14.10.2022;10:30;16.238;12.773;5
14.10.2022;10:45;16.306;12.651;12
14.10.2022;11:00;16.287;12.419;13
14.10.2022;11:15;16.161;12.084;4
14.10.2022;11:30;16.151;11.890;10
14.10.2022;11:45;16.235;11.813;21
14.10.2022;12:00;16.141;11.579;69
14.10.2022;12:15;16.218;11.632;63
14.10.2022;12:30;16.287;11.663;63
14.10.2022;12:45;16.085;11.460;86
14.10.2022;13:00;16.287;11.650;73
14.10.2022;13:15;16.140;11.596;76
14.10.2022;13:30;15.939;11.454;82
14.10.2022;13:45;15.748;11.347;143
14.10.2022;14:00;15.813;11.533;170
14.10.2022;14:15;15.715;11.564;210
14.10.2022;14:30;15.714;11.695;182
14.10.2022;14:45;15.555;11.669;107
14.10.2022;15:00;15.602;11.906;183
14.10.2022;15:15;15.391;11.884;148
14.10.2022;15:30;15.296;11.978;59
14.10.2022;15:45;15.228;12.159;53
14.10.2022;16:00;15.147;12.300;50
14.10.2022;16:15;14.912;12.256;43
14.10.2022;16:30;14.905;12.407;6
14.10.2022;16:45;14.931;12.599;3
14.10.2022;17:00;14.897;12.720;2
14.10.2022;17:15;14.873;12.839;3
14.10.2022;17:30;14.876;12.968;6
14.10.2022;17:45;14.892;13.022;2
14.10.2022;18:00;14.857;12.966;2
14.10.2022;18:15;14.966;13.023;2
14.10.2022;18:30;15.218;13.218;1
14.10.2022;18:45;15.256;13.193;1
14.10.2022;19:00;15.330;13.161;1
14.10.2022;19:15;15.156;12.864;1
14.10.2022;19:30;15.035;12.642;3
14.10.2022;19:45;14.893;12.355;41
14.10.2022;20:00;14.859;12.248;77
14.10.2022;20:15;14.732;12.054;153
14.10.2022;20:30;14.538;11.821;190
14.10.2022;20:45;14.406;11.627;306
14.10.2022;21:00;14.090;11.259;66
14.10.2022;21:15;13.866;10.988;106
14.10.2022;21:30;13.709;10.825;127
14.10.2022;21:45;13.564;10.623;159
14.10.2022;22:00;13.403;10.450;116
14.10.2022;22:15;13.233;10.274;225
14.10.2022;22:30;13.085;10.133;320
14.10.2022;22:45;12.865;9.917;393
14.10.2022;23:00;12.581;9.648;117
14.10.2022;23:15;12.377;9.418;169
14.10.2022;23:30;12.300;9.336;263
14.10.2022;23:45;12.222;9.294;375
15.10.2022;00:00;11.883;8.997;227
15.10.2022;00:15;11.703;8.806;221
15.10.2022;00:30;11.612;8.735;253
15.10.2022;00:45;11.474;8.612;326
15.10.2022;01:00;11.319;8.508;359
15.10.2022;01:15;11.263;8.469;367
15.10.2022;01:30;11.147;8.361;433
15.10.2022;01:45;11.021;8.285;410
15.10.2022;02:00;11.031;8.400;445
15.10.2022;02:15;10.907;8.285;519
15.10.2022;02:30;10.954;8.341;582
15.10.2022;02:45;10.931;8.408;605
15.10.2022;03:00;10.916;8.523;1.111
15.10.2022;03:15;10.940;8.600;1.119
15.10.2022;03:30;10.916;8.635;931
15.10.2022;03:45;10.799;8.583;812
15.10.2022;04:00;10.792;8.650;915
15.10.2022;04:15;10.771;8.728;875
15.10.2022;04:30;10.831;8.834;787
15.10.2022;04:45;10.910;8.971;682
15.10.2022;05:00;10.987;9.117;603
15.10.2022;05:15;10.932;9.105;555
15.10.2022;05:30;10.929;9.145;561
15.10.2022;05:45;10.901;9.135;456
15.10.2022;06:00;11.065;9.274;363
15.10.2022;06:15;11.173;9.369;248
15.10.2022;06:30;11.334;9.522;256
15.10.2022;06:45;11.358;9.562;246
15.10.2022;07:00;11.547;9.748;353
15.10.2022;07:15;11.728;9.902;320
15.10.2022;07:30;11.835;9.994;290
15.10.2022;07:45;11.974;10.099;289
15.10.2022;08:00;12.150;10.188;191
15.10.2022;08:15;12.389;10.326;178
15.10.2022;08:30;12.616;10.446;208
15.10.2022;08:45;12.772;10.431;182
15.10.2022;09:00;12.891;10.345;97
15.10.2022;09:15;12.984;10.275;138
15.10.2022;09:30;13.116;10.233;178
15.10.2022;09:45;13.162;10.102;184
15.10.2022;10:00;13.348;10.036;144
15.10.2022;10:15;13.434;9.801;173
15.10.2022;10:30;13.412;9.426;186
15.10.2022;10:45;13.522;9.176;212
15.10.2022;11:00;13.817;9.132;120
15.10.2022;11:15;13.939;8.977;118
15.10.2022;11:30;14.028;8.705;151
15.10.2022;11:45;14.149;8.502;266
15.10.2022;12:00;14.183;8.181;185
15.10.2022;12:15;14.099;7.681;204
15.10.2022;12:30;14.044;7.301;224
15.10.2022;12:45;14.037;7.029;333
15.10.2022;13:00;13.970;6.825;298
15.10.2022;13:15;13.836;6.543;436
15.10.2022;13:30;13.980;6.543;530
15.10.2022;13:45;13.976;6.569;788
15.10.2022;14:00;13.866;6.460;718
15.10.2022;14:15;13.666;6.271;775
15.10.2022;14:30;13.647;6.273;789
15.10.2022;14:45;13.639;6.443;747
15.10.2022;15:00;13.575;6.489;993
15.10.2022;15:15;13.439;6.501;912
15.10.2022;15:30;13.325;6.552;700
15.10.2022;15:45;13.338;6.849;449
15.10.2022;16:00;13.347;7.091;718
15.10.2022;16:15;13.181;7.182;564
15.10.2022;16:30;13.106;7.427;304
15.10.2022;16:45;13.133;7.701;169
15.10.2022;17:00;13.254;8.306;343
15.10.2022;17:15;13.237;8.531;85
15.10.2022;17:30;13.379;8.917;29
15.10.2022;17:45;13.376;9.036;32
15.10.2022;18:00;13.408;9.032;60
15.10.2022;18:15;13.488;9.070;55
15.10.2022;18:30;13.711;9.246;16
15.10.2022;18:45;13.799;9.263;5
15.10.2022;19:00;13.789;9.083;3
15.10.2022;19:15;13.571;8.696;12
15.10.2022;19:30;13.456;8.491;43
15.10.2022;19:45;13.348;8.247;66
15.10.2022;20:00;13.304;8.019;57
15.10.2022;20:15;12.990;7.514;183
15.10.2022;20:30;12.853;7.226;335
15.10.2022;20:45;12.697;6.974;419
15.10.2022;21:00;12.570;6.812;239
15.10.2022;21:15;12.376;6.631;305
15.10.2022;21:30;12.340;6.630;308
15.10.2022;21:45;12.294;6.682;428
15.10.2022;22:00;12.104;6.624;150
15.10.2022;22:15;11.878;6.408;266
15.10.2022;22:30;11.760;6.242;330
15.10.2022;22:45;11.591;6.083;460
15.10.2022;23:00;11.345;5.972;210
15.10.2022;23:15;11.194;5.894;207
15.10.2022;23:30;11.026;5.723;258
15.10.2022;23:45;10.925;5.564;366
16.10.2022;00:00;10.783;5.409;150
16.10.2022;00:15;10.611;5.248;266
16.10.2022;00:30;10.574;5.106;439
16.10.2022;00:45;10.454;4.943;512
16.10.2022;01:00;10.444;4.948;554
16.10.2022;01:15;10.397;4.982;592
16.10.2022;01:30;10.215;4.787;738
16.10.2022;01:45;10.185;4.746;827
16.10.2022;02:00;10.233;4.866;1.248
16.10.2022;02:15;10.165;4.839;1.368
16.10.2022;02:30;10.047;4.816;1.307
16.10.2022;02:45;9.995;4.858;1.335
16.10.2022;03:00;9.993;4.883;1.264
16.10.2022;03:15;9.882;4.770;1.380
16.10.2022;03:30;9.856;4.735;1.365
16.10.2022;03:45;9.893;4.853;1.339
16.10.2022;04:00;9.996;5.029;966
16.10.2022;04:15;9.926;4.971;956
16.10.2022;04:30;9.994;4.988;921
16.10.2022;04:45;10.045;4.980;963
16.10.2022;05:00;10.101;5.017;763
16.10.2022;05:15;10.083;4.946;851
16.10.2022;05:30;10.160;5.011;840
16.10.2022;05:45;10.188;5.016;851
16.10.2022;06:00;10.368;5.092;1.168
16.10.2022;06:15;10.361;5.066;1.155
16.10.2022;06:30;10.425;5.097;1.049
16.10.2022;06:45;10.421;4.996;967
16.10.2022;07:00;10.561;5.133;626
16.10.2022;07:15;10.704;5.314;526
16.10.2022;07:30;10.697;5.402;396
16.10.2022;07:45;10.886;5.541;480
16.10.2022;08:00;10.991;5.476;366
16.10.2022;08:15;11.172;5.517;305
16.10.2022;08:30;11.407;5.583;307
16.10.2022;08:45;11.632;5.632;316
16.10.2022;09:00;12.029;5.792;307
16.10.2022;09:15;12.268;5.770;360
16.10.2022;09:30;12.392;5.579;556
16.10.2022;09:45;12.583;5.466;662
16.10.2022;10:00;12.870;5.450;526
16.10.2022;10:15;13.202;5.445;711
16.10.2022;10:30;13.176;5.051;1.119
16.10.2022;10:45;13.229;4.727;1.258
16.10.2022;11:00;13.368;4.537;1.301
16.10.2022;11:15;13.604;4.496;1.448
16.10.2022;11:30;13.774;4.339;1.467
16.10.2022;11:45;13.727;4.174;1.511
16.10.2022;12:00;13.804;3.909;1.620
16.10.2022;12:15;13.809;3.734;1.781
16.10.2022;12:30;13.832;3.943;1.784
16.10.2022;12:45;13.601;3.988;1.786
16.10.2022;13:00;13.108;3.676;1.878
16.10.2022;13:15;12.831;3.540;1.858
16.10.2022;13:30;12.605;3.343;1.837
16.10.2022;13:45;12.603;3.497;1.860
16.10.2022;14:00;12.563;3.445;1.828
16.10.2022;14:15;12.456;3.476;1.826
16.10.2022;14:30;12.291;3.416;1.707
16.10.2022;14:45;12.282;3.457;1.681
16.10.2022;15:00;12.359;3.875;1.784
16.10.2022;15:15;12.416;4.357;1.649
16.10.2022;15:30;12.291;4.453;1.365
16.10.2022;15:45;12.345;4.969;899
16.10.2022;16:00;12.353;5.470;820
16.10.2022;16:15;12.330;6.151;581
16.10.2022;16:30;12.167;6.664;200
16.10.2022;16:45;12.165;7.418;161
16.10.2022;17:00;12.425;8.138;499
16.10.2022;17:15;12.423;8.764;178
16.10.2022;17:30;12.414;9.311;55
16.10.2022;17:45;12.478;9.722;49
16.10.2022;18:00;12.607;9.915;61
16.10.2022;18:15;12.800;10.294;47
16.10.2022;18:30;12.966;10.639;12
16.10.2022;18:45;13.225;11.017;2
16.10.2022;19:00;13.262;11.098;2
16.10.2022;19:15;13.136;10.994;2
16.10.2022;19:30;12.991;10.906;3
16.10.2022;19:45;12.849;10.793;3
16.10.2022;20:00;12.760;10.716;8
16.10.2022;20:15;12.478;10.465;57
16.10.2022;20:30;12.356;10.395;55
16.10.2022;20:45;12.191;10.294;89
16.10.2022;21:00;12.195;10.369;59
16.10.2022;21:15;12.157;10.365;103
16.10.2022;21:30;12.036;10.295;76
16.10.2022;21:45;11.966;10.266;118
16.10.2022;22:00;12.099;10.408;28
16.10.2022;22:15;11.960;10.262;52
16.10.2022;22:30;11.821;10.146;28
16.10.2022;22:45;11.590;9.912;85
16.10.2022;23:00;11.502;9.820;40
16.10.2022;23:15;11.377;9.705;56
16.10.2022;23:30;11.151;9.407;112
16.10.2022;23:45;11.193;9.336;242
17.10.2022;00:00;10.986;9.012;463
17.10.2022;00:15;10.876;8.770;467
17.10.2022;00:30;10.640;8.399;724
17.10.2022;00:45;10.800;8.433;865
17.10.2022;01:00;10.441;7.899;650
17.10.2022;01:15;10.373;7.716;760
17.10.2022;01:30;10.442;7.691;977
17.10.2022;01:45;10.552;7.689;1.085
17.10.2022;02:00;10.423;7.451;971
17.10.2022;02:15;10.382;7.297;1.055
17.10.2022;02:30;10.430;7.198;1.094
17.10.2022;02:45;10.554;7.191;1.158
17.10.2022;03:00;10.627;7.224;1.140
17.10.2022;03:15;10.644;7.139;1.341
17.10.2022;03:30;10.671;6.998;1.379
17.10.2022;03:45;10.721;6.950;1.366
17.10.2022;04:00;10.928;7.036;1.464
17.10.2022;04:15;11.035;6.992;1.573
17.10.2022;04:30;11.192;6.913;1.587
17.10.2022;04:45;11.439;7.004;1.578
17.10.2022;05:00;11.784;7.269;1.488
17.10.2022;05:15;11.948;7.272;1.398
17.10.2022;05:30;12.298;7.461;1.250
17.10.2022;05:45;12.489;7.513;1.024
17.10.2022;06:00;12.965;7.905;636
17.10.2022;06:15;13.248;8.057;179
17.10.2022;06:30;13.632;8.275;100
17.10.2022;06:45;14.202;8.806;78
17.10.2022;07:00;14.724;9.292;15
17.10.2022;07:15;15.074;9.585;3
17.10.2022;07:30;15.284;9.750;2
17.10.2022;07:45;15.236;9.667;1
17.10.2022;08:00;15.515;9.731;1
17.10.2022;08:15;15.570;9.553;1
17.10.2022;08:30;15.753;9.513;1
17.10.2022;08:45;15.773;9.208;1
17.10.2022;09:00;15.873;8.984;1
17.10.2022;09:15;15.935;8.667;1
17.10.2022;09:30;15.981;8.426;2
17.10.2022;09:45;15.984;8.144;14
17.10.2022;10:00;16.052;7.935;19
17.10.2022;10:15;16.104;7.825;24
17.10.2022;10:30;16.297;7.846;172
17.10.2022;10:45;16.470;7.819;294
17.10.2022;11:00;16.506;7.640;314
17.10.2022;11:15;16.699;7.618;439
17.10.2022;11:30;16.791;7.478;431
17.10.2022;11:45;16.803;7.295;522
17.10.2022;12:00;16.915;7.232;864
17.10.2022;12:15;16.968;7.203;1.008
17.10.2022;12:30;17.052;7.211;1.071
17.10.2022;12:45;16.101;6.291;1.158
17.10.2022;13:00;16.139;6.308;1.023
17.10.2022;13:15;17.110;7.457;962
17.10.2022;13:30;16.888;7.582;889
17.10.2022;13:45;16.666;7.501;932
17.10.2022;14:00;16.588;7.466;660
17.10.2022;14:15;16.476;7.627;445
17.10.2022;14:30;16.310;7.677;329
17.10.2022;14:45;15.344;7.151;364
17.10.2022;15:00;16.060;8.320;374
17.10.2022;15:15;15.865;8.446;210
17.10.2022;15:30;15.828;8.686;137
17.10.2022;15:45;15.765;8.925;50
17.10.2022;16:00;15.602;9.186;202
17.10.2022;16:15;15.398;9.265;122
17.10.2022;16:30;15.316;9.634;130
17.10.2022;16:45;15.271;10.020;101
17.10.2022;17:00;15.252;10.355;163
17.10.2022;17:15;15.229;10.730;58
17.10.2022;17:30;15.379;11.214;32
17.10.2022;17:45;15.417;11.472;12
17.10.2022;18:00;15.443;11.633;11
17.10.2022;18:15;15.649;11.979;11
17.10.2022;18:30;15.903;12.297;41
17.10.2022;18:45;16.133;12.529;41
17.10.2022;19:00;16.045;12.389;41
17.10.2022;19:15;16.053;12.380;41
17.10.2022;19:30;15.933;12.239;41
17.10.2022;19:45;15.804;12.130;19
17.10.2022;20:00;15.508;11.836;2
17.10.2022;20:15;15.162;11.512;2
17.10.2022;20:30;14.943;11.299;33
17.10.2022;20:45;14.713;11.027;103
17.10.2022;21:00;14.675;10.960;10
17.10.2022;21:15;14.394;10.713;4
17.10.2022;21:30;14.124;10.468;53
17.10.2022;21:45;13.968;10.407;246
17.10.2022;22:00;13.644;10.220;162
17.10.2022;22:15;13.504;10.184;151
17.10.2022;22:30;13.379;10.144;233
17.10.2022;22:45;13.213;10.051;369
17.10.2022;23:00;13.046;9.992;398
17.10.2022;23:15;12.859;9.879;472
17.10.2022;23:30;12.706;9.823;479
17.10.2022;23:45;12.502;9.682;587
18.10.2022;00:00;12.277;9.503;915
18.10.2022;00:15;12.207;9.521;1.030
18.10.2022;00:30;12.057;9.452;1.000
18.10.2022;00:45;11.953;9.386;1.023
18.10.2022;01:00;11.858;9.327;1.109
18.10.2022;01:15;11.836;9.372;1.063
18.10.2022;01:30;11.782;9.403;1.054
18.10.2022;01:45;11.693;9.423;1.180
18.10.2022;02:00;11.606;9.371;1.190
18.10.2022;02:15;11.498;9.315;1.174
18.10.2022;02:30;11.496;9.373;1.213
18.10.2022;02:45;11.468;9.400;1.203
18.10.2022;03:00;11.534;9.482;1.329
18.10.2022;03:15;11.474;9.475;1.292
18.10.2022;03:30;11.534;9.596;1.175
18.10.2022;03:45;11.461;9.590;1.107
18.10.2022;04:00;11.539;9.692;1.262
18.10.2022;04:15;11.587;9.776;1.215
18.10.2022;04:30;11.878;10.108;1.007
18.10.2022;04:45;11.988;10.281;829
18.10.2022;05:00;12.109;10.482;696
18.10.2022;05:15;12.277;10.683;508
18.10.2022;05:30;12.551;10.983;285
18.10.2022;05:45;12.799;11.272;154
18.10.2022;06:00;13.465;11.990;48
18.10.2022;06:15;14.040;12.607;6
18.10.2022;06:30;14.390;12.928;43
18.10.2022;06:45;14.686;13.216;42
18.10.2022;07:00;15.096;13.593;41
18.10.2022;07:15;15.388;13.847;42
18.10.2022;07:30;15.681;14.130;42
18.10.2022;07:45;15.778;14.181;42
18.10.2022;08:00;15.868;14.155;30
18.10.2022;08:15;16.011;14.196;21
18.10.2022;08:30;16.146;14.164;42
18.10.2022;08:45;16.251;14.088;42
18.10.2022;09:00;16.210;13.892;41
18.10.2022;09:15;16.244;13.721;41
18.10.2022;09:30;16.323;13.583;42
18.10.2022;09:45;16.437;13.456;6
18.10.2022;10:00;16.490;13.310;22
18.10.2022;10:15;16.552;13.144;5
18.10.2022;10:30;16.701;13.057;8
18.10.2022;10:45;16.690;12.782;7
18.10.2022;11:00;16.731;12.513;5
18.10.2022;11:15;16.733;12.261;5
18.10.2022;11:30;16.877;12.077;26
18.10.2022;11:45;16.921;11.779;201
18.10.2022;12:00;17.012;11.577;154
18.10.2022;12:15;17.081;11.393;308
18.10.2022;12:30;17.163;11.252;409
18.10.2022;12:45;17.102;10.941;617
18.10.2022;13:00;17.074;10.689;571
18.10.2022;13:15;17.087;10.566;576
18.10.2022;13:30;16.933;10.264;720
18.10.2022;13:45;16.733;9.996;925
18.10.2022;14:00;16.662;9.878;997
18.10.2022;14:15;16.441;9.709;986
18.10.2022;14:30;16.372;9.699;961
18.10.2022;14:45;16.269;9.664;917
18.10.2022;15:00;16.385;9.917;853
18.10.2022;15:15;16.352;10.061;723
18.10.2022;15:30;16.155;10.080;597
18.10.2022;15:45;15.951;10.222;470
18.10.2022;16:00;15.832;10.434;485
18.10.2022;16:15;15.738;10.726;296
18.10.2022;16:30;15.764;11.170;173
18.10.2022;16:45;15.561;11.448;114
18.10.2022;17:00;15.398;11.690;198
18.10.2022;17:15;15.459;12.106;86
18.10.2022;17:30;15.500;12.483;41
18.10.2022;17:45;15.471;12.684;31
18.10.2022;18:00;15.537;12.833;63
18.10.2022;18:15;15.679;13.006;39
18.10.2022;18:30;15.948;13.278;33
18.10.2022;18:45;16.209;13.493;38
