STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       4177;2021081400;    3;  17.9;  92.0;eor
       4177;2021081401;    3;  16.8;  96.0;eor
       4177;2021081402;    3;  16.1;  97.0;eor
       4177;2021081403;    3;  15.5;  97.0;eor
       4177;2021081404;    3;  15.2;  98.0;eor
       4177;2021081405;    3;  15.4;  97.0;eor
       4177;2021081406;    3;  19.2;  82.0;eor
       4177;2021081407;    3;  21.4;  73.0;eor
       4177;2021081408;    3;  23.9;  65.0;eor
       4177;2021081409;    3;  26.1;  58.0;eor
       4177;2021081410;    3;  27.6;  49.0;eor
       4177;2021081411;    3;  28.2;  48.0;eor
       4177;2021081412;    3;  29.1;  45.0;eor
       4177;2021081413;    3;  29.8;  48.0;eor
       4177;2021081414;    3;  30.7;  44.0;eor
       4177;2021081415;    3;  30.5;  45.0;eor
       4177;2021081416;    3;  30.5;  44.0;eor
       4177;2021081417;    3;  30.2;  46.0;eor
       4177;2021081418;    3;  29.1;  51.0;eor
       4177;2021081419;    3;  24.7;  74.0;eor
       4177;2021081420;    3;  22.4;  84.0;eor
       4177;2021081421;    3;  21.0;  90.0;eor
       4177;2021081422;    3;  19.8;  94.0;eor
       4177;2021081423;    3;  18.9;  95.0;eor
       4177;2021081500;    3;  18.3;  95.0;eor
       4177;2021081501;    3;  17.8;  97.0;eor
       4177;2021081502;    3;  17.3;  97.0;eor
       4177;2021081503;    3;  19.0;  85.0;eor
       4177;2021081504;    3;  18.0;  85.0;eor
       4177;2021081505;    3;  18.4;  81.0;eor
       4177;2021081506;    3;  20.0;  70.0;eor
       4177;2021081507;    3;  21.3;  68.0;eor
       4177;2021081508;    3;  23.0;  59.0;eor
       4177;2021081509;    3;  24.6;  57.0;eor
       4177;2021081510;    3;  26.3;  54.0;eor
       4177;2021081511;    3;  27.1;  54.0;eor
       4177;2021081512;    3;  28.0;  52.0;eor
       4177;2021081513;    3;  29.3;  50.0;eor
       4177;2021081514;    3;  29.0;  52.0;eor
       4177;2021081515;    3;  27.9;  56.0;eor
       4177;2021081516;    3;  27.8;  62.0;eor
       4177;2021081517;    3;  25.7;  72.0;eor
       4177;2021081518;    3;  25.3;  72.0;eor
       4177;2021081519;    3;  22.5;  73.0;eor
       4177;2021081520;    3;  21.3;  77.0;eor
       4177;2021081521;    3;  19.9;  84.0;eor
       4177;2021081522;    3;  20.0;  86.0;eor
       4177;2021081523;    3;  19.0;  91.0;eor
       4177;2021081600;    3;  19.0;  94.0;eor
       4177;2021081601;    3;  19.4;  95.0;eor
       4177;2021081602;    3;  20.7;  91.0;eor
       4177;2021081603;    3;  20.6;  89.0;eor
       4177;2021081604;    3;  20.1;  87.0;eor
       4177;2021081605;    3;  19.6;  84.0;eor
       4177;2021081606;    3;  19.2;  79.0;eor
       4177;2021081607;    3;  20.2;  71.0;eor
       4177;2021081608;    3;  19.8;  74.0;eor
       4177;2021081609;    3;  20.8;  63.0;eor
       4177;2021081610;    3;  21.3;  57.0;eor
       4177;2021081611;    3;  22.0;  54.0;eor
       4177;2021081612;    3;  22.8;  51.0;eor
       4177;2021081613;    3;  23.4;  50.0;eor
       4177;2021081614;    3;  22.1;  57.0;eor
       4177;2021081615;    3;  21.6;  55.0;eor
       4177;2021081616;    3;  20.9;  57.0;eor
       4177;2021081617;    3;  20.5;  58.0;eor
       4177;2021081618;    3;  16.2;  94.0;eor
       4177;2021081619;    3;  15.6;  88.0;eor
       4177;2021081620;    3;  16.1;  91.0;eor
       4177;2021081621;    3;  15.9;  94.0;eor
       4177;2021081622;    3;  14.9;  86.0;eor
       4177;2021081623;    3;  13.8;  88.0;eor
       4177;2021081700;    3;  13.3;  90.0;eor
       4177;2021081701;    3;  12.6;  89.0;eor
       4177;2021081702;    3;  11.7;  95.0;eor
       4177;2021081703;    3;  11.8;  94.0;eor
       4177;2021081704;    3;  11.4;  93.0;eor
       4177;2021081705;    3;  11.1;  94.0;eor
       4177;2021081706;    3;  12.4;  89.0;eor
       4177;2021081707;    3;  14.2;  82.0;eor
       4177;2021081708;    3;  15.2;  76.0;eor
       4177;2021081709;    3;  15.5;  74.0;eor
       4177;2021081710;    3;  16.0;  68.0;eor
       4177;2021081711;    3;  17.7;  60.0;eor
       4177;2021081712;    3;  18.7;  54.0;eor
       4177;2021081713;    3;  19.2;  52.0;eor
       4177;2021081714;    3;  19.2;  56.0;eor
       4177;2021081715;    3;  18.5;  57.0;eor
       4177;2021081716;    3;  18.1;  63.0;eor
       4177;2021081717;    3;  18.0;  63.0;eor
       4177;2021081718;    3;  16.9;  79.0;eor
       4177;2021081719;    3;  15.5;  94.0;eor
       4177;2021081720;    3;  15.5;  89.0;eor
       4177;2021081721;    3;  15.1;  88.0;eor
       4177;2021081722;    3;  14.9;  91.0;eor
       4177;2021081723;    3;  15.0;  90.0;eor
       4177;2021081800;    3;  15.2;  87.0;eor
       4177;2021081801;    3;  14.9;  87.0;eor
       4177;2021081802;    3;  14.7;  89.0;eor
       4177;2021081803;    3;  14.8;  89.0;eor
       4177;2021081804;    3;  14.4;  93.0;eor
       4177;2021081805;    3;  14.5;  94.0;eor
       4177;2021081806;    3;  14.3;  97.0;eor
       4177;2021081807;    3;  14.6;  96.0;eor
       4177;2021081808;    3;  15.1;  94.0;eor
       4177;2021081809;    3;  16.4;  89.0;eor
       4177;2021081810;    3;  16.6;  85.0;eor
       4177;2021081811;    3;  17.2;  84.0;eor
       4177;2021081812;    3;  18.2;  78.0;eor
       4177;2021081813;    3;  19.2;  74.0;eor
       4177;2021081814;    3;  19.8;  69.0;eor
       4177;2021081815;    3;  20.4;  69.0;eor
       4177;2021081816;    3;  20.1;  67.0;eor
       4177;2021081817;    3;  18.4;  78.0;eor
       4177;2021081818;    3;  17.8;  84.0;eor
       4177;2021081819;    3;  17.7;  86.0;eor
       4177;2021081820;    3;  17.4;  84.0;eor
       4177;2021081821;    3;  17.3;  84.0;eor
       4177;2021081822;    3;  17.0;  87.0;eor
       4177;2021081823;    3;  17.0;  87.0;eor
       4177;2021081900;    3;  16.9;  89.0;eor
       4177;2021081901;    3;  17.0;  85.0;eor
       4177;2021081902;    3;  16.9;  84.0;eor
       4177;2021081903;    3;  16.8;  85.0;eor
       4177;2021081904;    3;  16.8;  85.0;eor
       4177;2021081905;    3;  16.8;  85.0;eor
       4177;2021081906;    3;  16.9;  87.0;eor
       4177;2021081907;    3;  17.0;  87.0;eor
       4177;2021081908;    3;  17.6;  83.0;eor
       4177;2021081909;    3;  18.8;  77.0;eor
       4177;2021081910;    3;  19.7;  75.0;eor
       4177;2021081911;    3;  20.7;  66.0;eor
       4177;2021081912;    3;  20.9;  64.0;eor
       4177;2021081913;    3;  22.5;  57.0;eor
       4177;2021081914;    3;  21.8;  62.0;eor
       4177;2021081915;    3;  22.0;  58.0;eor
       4177;2021081916;    3;  21.8;  56.0;eor
       4177;2021081917;    3;  21.2;  61.0;eor
       4177;2021081918;    3;  20.6;  65.0;eor
       4177;2021081919;    3;  19.7;  74.0;eor
       4177;2021081920;    3;  18.8;  82.0;eor
       4177;2021081921;    3;  18.8;  81.0;eor
       4177;2021081922;    3;  18.3;  83.0;eor
       4177;2021081923;    3;  17.8;  85.0;eor
       4177;2021082000;    3;  18.0;  83.0;eor
       4177;2021082001;    3;  17.8;  82.0;eor
       4177;2021082002;    3;  17.2;  85.0;eor
       4177;2021082003;    3;  17.1;  87.0;eor
       4177;2021082004;    3;  17.0;  84.0;eor
       4177;2021082005;    3;  16.7;  87.0;eor
       4177;2021082006;    3;  17.3;  86.0;eor
       4177;2021082007;    3;  18.6;  82.0;eor
       4177;2021082008;    3;  19.6;  75.0;eor
       4177;2021082009;    3;  21.6;  62.0;eor
       4177;2021082010;    3;  22.1;  58.0;eor
       4177;2021082011;    3;  23.0;  56.0;eor
       4177;2021082012;    3;  24.3;  51.0;eor
       4177;2021082013;    3;  24.6;  45.0;eor
       4177;2021082014;    3;  24.7;  44.0;eor
       4177;2021082015;    3;  25.1;  46.0;eor
       4177;2021082016;    3;  25.0;  47.0;eor
       4177;2021082017;    3;  24.7;  48.0;eor
       4177;2021082018;    3;  23.8;  52.0;eor
       4177;2021082019;    3;  19.6;  77.0;eor
       4177;2021082020;    3;  17.6;  87.0;eor
       4177;2021082021;    3;  16.3;  90.0;eor
       4177;2021082022;    3;  16.4;  92.0;eor
       4177;2021082023;    3;  15.4;  94.0;eor
       4177;2021082100;    3;  14.8;  95.0;eor
       4177;2021082101;    3;  14.4;  96.0;eor
       4177;2021082102;    3;  14.1;  96.0;eor
       4177;2021082103;    3;  13.4;  97.0;eor
       4177;2021082104;    3;  13.1;  97.0;eor
       4177;2021082105;    3;  14.9;  94.0;eor
       4177;2021082106;    3;  15.8;  88.0;eor
       4177;2021082107;    3;  17.6;  77.0;eor
       4177;2021082108;    3;  19.3;  71.0;eor
       4177;2021082109;    3;  21.0;  66.0;eor
       4177;2021082110;    3;  23.3;  60.0;eor
       4177;2021082111;    3;  24.2;  56.0;eor
       4177;2021082112;    3;  25.4;  53.0;eor
       4177;2021082113;    3;  26.7;  50.0;eor
       4177;2021082114;    3;  27.3;  49.0;eor
       4177;2021082115;    3;  27.6;  50.0;eor
       4177;2021082116;    3;  27.2;  50.0;eor
       4177;2021082117;    3;  27.1;  52.0;eor
       4177;2021082118;    3;  25.4;  60.0;eor
       4177;2021082119;    3;  22.2;  77.0;eor
       4177;2021082120;    3;  20.0;  88.0;eor
       4177;2021082121;    3;  19.8;  89.0;eor
       4177;2021082122;    3;  19.5;  89.0;eor
       4177;2021082123;    3;  20.2;  87.0;eor
       4177;2021082200;    3;  17.4;  96.0;eor
       4177;2021082201;    3;  17.2;  92.0;eor
       4177;2021082202;    3;  16.8;  95.0;eor
       4177;2021082203;    3;  16.9;  95.0;eor
       4177;2021082204;    3;  16.8;  96.0;eor
       4177;2021082205;    3;  17.3;  96.0;eor
       4177;2021082206;    3;  17.8;  96.0;eor
       4177;2021082207;    3;  19.0;  90.0;eor
       4177;2021082208;    3;  19.8;  90.0;eor
       4177;2021082209;    3;  20.5;  85.0;eor
       4177;2021082210;    3;  17.1;  97.0;eor
       4177;2021082211;    3;  18.0;  93.0;eor
       4177;2021082212;    3;  18.8;  94.0;eor
       4177;2021082213;    3;  19.1;  89.0;eor
       4177;2021082214;    3;  18.9;  88.0;eor
       4177;2021082215;    3;  17.2;  93.0;eor
       4177;2021082216;    3;  17.0;  92.0;eor
       4177;2021082217;    3;  18.2;  88.0;eor
       4177;2021082218;    3;  17.8;  86.0;eor
       4177;2021082219;    3;  17.0;  91.0;eor
       4177;2021082220;    3;  17.2;  88.0;eor
       4177;2021082221;    3;  17.1;  87.0;eor
       4177;2021082222;    3;  17.1;  86.0;eor
       4177;2021082223;    3;  17.0;  85.0;eor
       4177;2021082300;    3;  16.8;  84.0;eor
       4177;2021082301;    3;  16.7;  85.0;eor
       4177;2021082302;    3;  16.5;  85.0;eor
       4177;2021082303;    3;  16.3;  88.0;eor
       4177;2021082304;    3;  16.0;  91.0;eor
       4177;2021082305;    3;  15.8;  92.0;eor
       4177;2021082306;    3;  16.2;  88.0;eor
       4177;2021082307;    3;  16.7;  87.0;eor
       4177;2021082308;    3;  17.1;  83.0;eor
       4177;2021082309;    3;  17.0;  86.0;eor
       4177;2021082310;    3;  17.7;  81.0;eor
       4177;2021082311;    3;  18.0;  84.0;eor
       4177;2021082312;    3;  18.7;  82.0;eor
       4177;2021082313;    3;  19.9;  73.0;eor
       4177;2021082314;    3;  21.0;  69.0;eor
       4177;2021082315;    3;  21.1;  69.0;eor
       4177;2021082316;    3;  21.9;  63.0;eor
       4177;2021082317;    3;  21.2;  68.0;eor
       4177;2021082318;    3;  19.4;  77.0;eor
       4177;2021082319;    3;  18.6;  84.0;eor
       4177;2021082320;    3;  18.5;  84.0;eor
       4177;2021082321;    3;  18.1;  84.0;eor
       4177;2021082322;    3;  18.1;  82.0;eor
       4177;2021082323;    3;  17.5;  83.0;eor
       4177;2021082400;    3;  16.9;  86.0;eor
       4177;2021082401;    3;  16.3;  87.0;eor
       4177;2021082402;    3;  15.0;  93.0;eor
       4177;2021082403;    3;  14.1;  93.0;eor
       4177;2021082404;    3;  13.8;  93.0;eor
       4177;2021082405;    3;  13.3;  95.0;eor
       4177;2021082406;    3;  14.2;  91.0;eor
       4177;2021082407;    3;  15.4;  86.0;eor
       4177;2021082408;    3;  16.9;  73.0;eor
       4177;2021082409;    3;  17.4;  69.0;eor
       4177;2021082410;    3;  18.4;  66.0;eor
       4177;2021082411;    3;  18.6;  65.0;eor
       4177;2021082412;    3;  19.3;  67.0;eor
       4177;2021082413;    3;  18.6;  71.0;eor
       4177;2021082414;    3;  18.5;  67.0;eor
       4177;2021082415;    3;  18.8;  66.0;eor
       4177;2021082416;    3;  18.8;  69.0;eor
       4177;2021082417;    3;  19.4;  68.0;eor
       4177;2021082418;    3;  18.7;  69.0;eor
       4177;2021082419;    3;  17.2;  77.0;eor
       4177;2021082420;    3;  17.2;  74.0;eor
       4177;2021082421;    3;  16.3;  76.0;eor
       4177;2021082422;    3;  15.5;  79.0;eor
       4177;2021082423;    3;  14.8;  82.0;eor
       4177;2021082500;    3;  14.2;  84.0;eor
       4177;2021082501;    3;  13.6;  85.0;eor
       4177;2021082502;    3;  13.1;  87.0;eor
       4177;2021082503;    3;  12.7;  89.0;eor
       4177;2021082504;    3;  12.3;  90.0;eor
       4177;2021082505;    3;  11.8;  92.0;eor
       4177;2021082506;    3;  13.3;  85.0;eor
       4177;2021082507;    3;  15.1;  80.0;eor
       4177;2021082508;    3;  16.3;  74.0;eor
       4177;2021082509;    3;  17.8;  70.0;eor
       4177;2021082510;    3;  19.5;  64.0;eor
       4177;2021082511;    3;  20.7;  55.0;eor
       4177;2021082512;    3;  21.6;  45.0;eor
       4177;2021082513;    3;  22.3;  45.0;eor
       4177;2021082514;    3;  22.3;  43.0;eor
       4177;2021082515;    3;  22.4;  44.0;eor
       4177;2021082516;    3;  22.3;  43.0;eor
       4177;2021082517;    3;  21.9;  44.0;eor
       4177;2021082518;    3;  20.6;  55.0;eor
       4177;2021082519;    3;  16.2;  82.0;eor
       4177;2021082520;    3;  14.6;  86.0;eor
       4177;2021082521;    3;  14.6;  89.0;eor
       4177;2021082522;    3;  14.3;  90.0;eor
       4177;2021082523;    3;  14.2;  92.0;eor
       4177;2021082600;    3;  14.0;  87.0;eor
       4177;2021082601;    3;  12.8;  91.0;eor
       4177;2021082602;    3;  12.5;  93.0;eor
       4177;2021082603;    3;  13.2;  88.0;eor
       4177;2021082604;    3;  13.1;  87.0;eor
       4177;2021082605;    3;  12.7;  92.0;eor
       4177;2021082606;    3;  13.4;  90.0;eor
       4177;2021082607;    3;  13.9;  87.0;eor
       4177;2021082608;    3;  13.7;  91.0;eor
       4177;2021082609;    3;  13.6;  96.0;eor
       4177;2021082610;    3;  14.0;  96.0;eor
       4177;2021082611;    3;  14.8;  93.0;eor
       4177;2021082612;    3;  15.9;  86.0;eor
       4177;2021082613;    3;  17.7;  78.0;eor
       4177;2021082614;    3;  17.5;  77.0;eor
       4177;2021082615;    3;  18.1;  75.0;eor
       4177;2021082616;    3;  18.5;  67.0;eor
       4177;2021082617;    3;  18.4;  63.0;eor
       4177;2021082618;    3;  17.3;  67.0;eor
       4177;2021082619;    3;  16.6;  71.0;eor
       4177;2021082620;    3;  15.7;  77.0;eor
       4177;2021082621;    3;  15.3;  85.0;eor
       4177;2021082622;    3;  15.2;  84.0;eor
       4177;2021082623;    3;  14.6;  87.0;eor
       4177;2021082700;    3;  14.2;  90.0;eor
       4177;2021082701;    3;  14.2;  90.0;eor
       4177;2021082702;    3;  14.1;  90.0;eor
       4177;2021082703;    3;  13.8;  90.0;eor
       4177;2021082704;    3;  13.5;  93.0;eor
       4177;2021082705;    3;  13.5;  95.0;eor
       4177;2021082706;    3;  13.7;  94.0;eor
       4177;2021082707;    3;  14.5;  82.0;eor
       4177;2021082708;    3;  14.9;  82.0;eor
       4177;2021082709;    3;  15.9;  67.0;eor
       4177;2021082710;    3;  16.6;  65.0;eor
       4177;2021082711;    3;  17.3;  58.0;eor
       4177;2021082712;    3;  17.4;  63.0;eor
       4177;2021082713;    3;  18.4;  63.0;eor
       4177;2021082714;    3;  18.6;  58.0;eor
       4177;2021082715;    3;  18.8;  59.0;eor
       4177;2021082716;    3;  18.2;  63.0;eor
       4177;2021082717;    3;  16.9;  75.0;eor
       4177;2021082718;    3;  16.1;  78.0;eor
       4177;2021082719;    3;  15.9;  78.0;eor
       4177;2021082720;    3;  15.4;  87.0;eor
       4177;2021082721;    3;  15.4;  88.0;eor
       4177;2021082722;    3;  15.2;  80.0;eor
       4177;2021082723;    3;  14.9;  89.0;eor
       4177;2021082800;    3;  14.8;  82.0;eor
       4177;2021082801;    3;  14.3;  88.0;eor
       4177;2021082802;    3;  14.4;  88.0;eor
       4177;2021082803;    3;  14.5;  87.0;eor
       4177;2021082804;    3;  14.3;  90.0;eor
       4177;2021082805;    3;  14.1;  89.0;eor
       4177;2021082806;    3;  14.2;  91.0;eor
       4177;2021082807;    3;  14.9;  84.0;eor
       4177;2021082808;    3;  15.4;  81.0;eor
       4177;2021082809;    3;  15.5;  83.0;eor
       4177;2021082810;    3;  14.9;  90.0;eor
       4177;2021082811;    3;  15.4;  87.0;eor
       4177;2021082812;    3;  16.0;  81.0;eor
       4177;2021082813;    3;  16.0;  79.0;eor
       4177;2021082814;    3;  16.2;  75.0;eor
       4177;2021082815;    3;  17.2;  74.0;eor
       4177;2021082816;    3;  16.9;  70.0;eor
       4177;2021082817;    3;  17.3;  69.0;eor
       4177;2021082818;    3;  16.7;  77.0;eor
       4177;2021082819;    3;  15.6;  86.0;eor
       4177;2021082820;    3;  14.9;  90.0;eor
       4177;2021082821;    3;  13.8;  93.0;eor
       4177;2021082822;    3;  13.5;  95.0;eor
       4177;2021082823;    3;  13.2;  93.0;eor
       4177;2021082900;    3;  13.4;  93.0;eor
       4177;2021082901;    3;  13.3;  93.0;eor
       4177;2021082902;    3;  13.1;  95.0;eor
       4177;2021082903;    3;  13.1;  97.0;eor
       4177;2021082904;    3;  13.4;  98.0;eor
       4177;2021082905;    3;  13.5;  98.0;eor
       4177;2021082906;    3;  13.8;  97.0;eor
       4177;2021082907;    3;  14.5;  94.0;eor
       4177;2021082908;    3;  14.9;  94.0;eor
       4177;2021082909;    3;  15.4;  87.0;eor
       4177;2021082910;    3;  16.0;  86.0;eor
       4177;2021082911;    3;  15.2;  91.0;eor
       4177;2021082912;    3;  15.3;  91.0;eor
       4177;2021082913;    3;  15.8;  86.0;eor
       4177;2021082914;    3;  15.7;  86.0;eor
       4177;2021082915;    3;  15.9;  89.0;eor
       4177;2021082916;    3;  15.5;  92.0;eor
       4177;2021082917;    3;  15.4;  94.0;eor
       4177;2021082918;    3;  15.0;  95.0;eor
       4177;2021082919;    3;  14.9;  96.0;eor
       4177;2021082920;    3;  14.7;  97.0;eor
       4177;2021082921;    3;  14.5;  97.0;eor
       4177;2021082922;    3;  14.6;  97.0;eor
       4177;2021082923;    3;  14.6;  97.0;eor
       4177;2021083000;    3;  14.6;  97.0;eor
       4177;2021083001;    3;  14.5;  97.0;eor
       4177;2021083002;    3;  14.6;  96.0;eor
       4177;2021083003;    3;  14.4;  98.0;eor
       4177;2021083004;    3;  14.4;  97.0;eor
       4177;2021083005;    3;  14.4;  97.0;eor
       4177;2021083006;    3;  14.5;  97.0;eor
       4177;2021083007;    3;  14.7;  96.0;eor
       4177;2021083008;    3;  15.1;  97.0;eor
       4177;2021083009;    3;  15.7;  96.0;eor
       4177;2021083010;    3;  16.3;  93.0;eor
       4177;2021083011;    3;  18.2;  76.0;eor
       4177;2021083012;    3;  18.7;  71.0;eor
       4177;2021083013;    3;  19.0;  72.0;eor
       4177;2021083014;    3;  18.2;  74.0;eor
       4177;2021083015;    3;  18.0;  80.0;eor
       4177;2021083016;    3;  16.1;  87.0;eor
       4177;2021083017;    3;  16.3;  89.0;eor
       4177;2021083018;    3;  16.1;  94.0;eor
       4177;2021083019;    3;  15.6;  96.0;eor
       4177;2021083020;    3;  15.3;  95.0;eor
       4177;2021083021;    3;  15.1;  96.0;eor
       4177;2021083022;    3;  15.0;  96.0;eor
       4177;2021083023;    3;  15.1;  96.0;eor
       4177;2021083100;    3;  15.0;  96.0;eor
       4177;2021083101;    3;  14.7;  98.0;eor
       4177;2021083102;    3;  14.3;  97.0;eor
       4177;2021083103;    3;  13.8;  99.0;eor
       4177;2021083104;    3;  13.6;  97.0;eor
       4177;2021083105;    3;  13.0;  97.0;eor
       4177;2021083106;    3;  14.2;  92.0;eor
       4177;2021083107;    3;  15.3;  84.0;eor
       4177;2021083108;    3;  15.7;  84.0;eor
       4177;2021083109;    3;  16.2;  83.0;eor
       4177;2021083110;    3;  17.1;  77.0;eor
       4177;2021083111;    3;  17.7;  72.0;eor
       4177;2021083112;    3;  18.8;  71.0;eor
       4177;2021083113;    3;  20.1;  63.0;eor
       4177;2021083114;    3;  19.5;  63.0;eor
       4177;2021083115;    3;  19.7;  64.0;eor
       4177;2021083116;    3;  19.2;  62.0;eor
       4177;2021083117;    3;  19.6;  65.0;eor
       4177;2021083118;    3;  17.9;  76.0;eor
       4177;2021083119;    3;  14.6;  93.0;eor
       4177;2021083120;    3;  14.2;  92.0;eor
       4177;2021083121;    3;  13.0;  96.0;eor
       4177;2021083122;    3;  11.9;  99.0;eor
       4177;2021083123;    3;  11.3;  99.0;eor
       4177;2021090100;    3;  10.6;  99.0;eor
       4177;2021090101;    3;  10.6; 100.0;eor
       4177;2021090102;    3;   9.8;  98.0;eor
       4177;2021090103;    3;   9.7;  99.0;eor
       4177;2021090104;    3;   9.8;  98.0;eor
       4177;2021090105;    3;   9.4;  98.0;eor
       4177;2021090106;    3;  11.1;  96.0;eor
       4177;2021090107;    3;  13.8;  88.0;eor
       4177;2021090108;    3;  15.6;  81.0;eor
       4177;2021090109;    3;  17.3;  75.0;eor
       4177;2021090110;    3;  19.2;  71.0;eor
       4177;2021090111;    3;  20.8;  66.0;eor
       4177;2021090112;    3;  21.3;  57.0;eor
       4177;2021090113;    3;  21.6;  55.0;eor
       4177;2021090114;    3;  22.6;  51.0;eor
       4177;2021090115;    3;  22.1;  51.0;eor
       4177;2021090116;    3;  22.2;  54.0;eor
       4177;2021090117;    3;  21.9;  59.0;eor
       4177;2021090118;    3;  19.9;  66.0;eor
       4177;2021090119;    3;  18.6;  71.0;eor
       4177;2021090120;    3;  17.4;  75.0;eor
       4177;2021090121;    3;  15.7;  83.0;eor
       4177;2021090122;    3;  14.3;  89.0;eor
       4177;2021090123;    3;  14.2;  89.0;eor
       4177;2021090200;    3;  13.8;  91.0;eor
       4177;2021090201;    3;  13.0;  92.0;eor
       4177;2021090202;    3;  12.5;  93.0;eor
       4177;2021090203;    3;  12.3;  93.0;eor
       4177;2021090204;    3;  11.7;  95.0;eor
       4177;2021090205;    3;  11.4;  95.0;eor
       4177;2021090206;    3;  12.2;  91.0;eor
       4177;2021090207;    3;  13.7;  86.0;eor
       4177;2021090208;    3;  16.1;  76.0;eor
       4177;2021090209;    3;  18.3;  68.0;eor
       4177;2021090210;    3;  20.1;  59.0;eor
       4177;2021090211;    3;  21.8;  52.0;eor
       4177;2021090212;    3;  22.9;  51.0;eor
       4177;2021090213;    3;  23.2;  48.0;eor
       4177;2021090214;    3;  23.8;  46.0;eor
       4177;2021090215;    3;  24.0;  45.0;eor
       4177;2021090216;    3;  24.0;  46.0;eor
       4177;2021090217;    3;  23.3;  49.0;eor
       4177;2021090218;    3;  21.1;  57.0;eor
       4177;2021090219;    3;  18.7;  68.0;eor
       4177;2021090220;    3;  14.9;  88.0;eor
       4177;2021090221;    3;  15.5;  82.0;eor
       4177;2021090222;    3;  16.5;  77.0;eor
       4177;2021090223;    3;  15.0;  82.0;eor
       4177;2021090300;    3;  14.8;  82.0;eor
       4177;2021090301;    3;  13.8;  85.0;eor
       4177;2021090302;    3;  12.9;  86.0;eor
       4177;2021090303;    3;  13.0;  85.0;eor
       4177;2021090304;    3;  12.7;  87.0;eor
       4177;2021090305;    3;  12.1;  88.0;eor
       4177;2021090306;    3;  14.0;  80.0;eor
       4177;2021090307;    3;  16.2;  72.0;eor
       4177;2021090308;    3;  18.0;  66.0;eor
       4177;2021090309;    3;  20.1;  61.0;eor
       4177;2021090310;    3;  21.3;  57.0;eor
       4177;2021090311;    3;  22.9;  54.0;eor
       4177;2021090312;    3;  23.8;  50.0;eor
       4177;2021090313;    3;  24.7;  50.0;eor
       4177;2021090314;    3;  24.8;  49.0;eor
       4177;2021090315;    3;  25.3;  46.0;eor
       4177;2021090316;    3;  25.0;  48.0;eor
       4177;2021090317;    3;  24.4;  50.0;eor
       4177;2021090318;    3;  21.3;  62.0;eor
       4177;2021090319;    3;  17.4;  83.0;eor
       4177;2021090320;    3;  15.3;  91.0;eor
       4177;2021090321;    3;  14.3;  95.0;eor
       4177;2021090322;    3;  13.5;  96.0;eor
       4177;2021090323;    3;  13.1;  97.0;eor
       4177;2021090400;    3;  12.5;  97.0;eor
       4177;2021090401;    3;  11.8;  98.0;eor
       4177;2021090402;    3;  11.2;  97.0;eor
       4177;2021090403;    3;  10.9;  98.0;eor
       4177;2021090404;    3;  10.4;  97.0;eor
       4177;2021090405;    3;  10.3;  99.0;eor
       4177;2021090406;    3;  12.0;  90.0;eor
       4177;2021090407;    3;  15.1;  79.0;eor
       4177;2021090408;    3;  17.2;  75.0;eor
       4177;2021090409;    3;  19.1;  67.0;eor
       4177;2021090410;    3;  21.0;  61.0;eor
       4177;2021090411;    3;  23.2;  57.0;eor
       4177;2021090412;    3;  24.9;  49.0;eor
       4177;2021090413;    3;  26.2;  44.0;eor
       4177;2021090414;    3;  26.1;  39.0;eor
       4177;2021090415;    3;  26.3;  38.0;eor
       4177;2021090416;    3;  25.9;  36.0;eor
       4177;2021090417;    3;  24.8;  48.0;eor
       4177;2021090418;    3;  21.7;  59.0;eor
       4177;2021090419;    3;  17.8;  83.0;eor
       4177;2021090420;    3;  15.7;  90.0;eor
       4177;2021090421;    3;  15.5;  90.0;eor
       4177;2021090422;    3;  14.4;  95.0;eor
       4177;2021090423;    3;  13.8;  96.0;eor
       4177;2021090500;    3;  12.8;  97.0;eor
       4177;2021090501;    3;  12.5;  97.0;eor
       4177;2021090502;    3;  13.1;  95.0;eor
       4177;2021090503;    3;  11.9;  96.0;eor
       4177;2021090504;    3;  12.3;  98.0;eor
       4177;2021090505;    3;  11.9;  97.0;eor
       4177;2021090506;    3;  12.3;  95.0;eor
       4177;2021090507;    3;  15.5;  86.0;eor
       4177;2021090508;    3;  18.1;  73.0;eor
       4177;2021090509;    3;  19.6;  66.0;eor
       4177;2021090510;    3;  22.2;  60.0;eor
       4177;2021090511;    3;  24.2;  55.0;eor
       4177;2021090512;    3;  25.6;  46.0;eor
       4177;2021090513;    3;  26.8;  44.0;eor
       4177;2021090514;    3;  27.0;  41.0;eor
       4177;2021090515;    3;  26.9;  41.0;eor
       4177;2021090516;    3;  26.4;  45.0;eor
       4177;2021090517;    3;  25.3;  43.0;eor
       4177;2021090518;    3;  21.3;  65.0;eor
       4177;2021090519;    3;  18.7;  82.0;eor
       4177;2021090520;    3;  17.1;  84.0;eor
       4177;2021090521;    3;  15.9;  91.0;eor
       4177;2021090522;    3;  15.5;  91.0;eor
       4177;2021090523;    3;  14.6;  93.0;eor
       4177;2021090600;    3;  16.0;  84.0;eor
       4177;2021090601;    3;  13.8;  93.0;eor
       4177;2021090602;    3;  13.0;  96.0;eor
       4177;2021090603;    3;  12.1;  96.0;eor
       4177;2021090604;    3;  11.6;  98.0;eor
       4177;2021090605;    3;  11.3;  96.0;eor
