STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       4177;2021111111;    3;   2.7; 100.0;eor
       4177;2021111112;    3;   3.0; 100.0;eor
       4177;2021111113;    3;   3.2;  99.0;eor
       4177;2021111114;    3;   3.4;  99.0;eor
       4177;2021111115;    3;   3.4;  99.0;eor
       4177;2021111116;    3;   3.4; 100.0;eor
       4177;2021111117;    3;   3.2; 100.0;eor
       4177;2021111118;    3;   3.1;  99.0;eor
       4177;2021111119;    3;   3.1; 100.0;eor
       4177;2021111120;    3;   2.9; 100.0;eor
       4177;2021111121;    3;   2.9; 100.0;eor
       4177;2021111122;    3;   2.7; 100.0;eor
       4177;2021111123;    3;   2.5; 100.0;eor
       4177;2021111200;    3;   2.2; 100.0;eor
       4177;2021111201;    3;   2.1; 100.0;eor
       4177;2021111202;    3;   1.9; 100.0;eor
       4177;2021111203;    3;   1.7; 100.0;eor
       4177;2021111204;    3;   1.6; 100.0;eor
       4177;2021111205;    3;   1.4; 100.0;eor
       4177;2021111206;    3;   1.3; 100.0;eor
       4177;2021111207;    3;   1.0; 100.0;eor
       4177;2021111208;    3;   1.1;  99.0;eor
       4177;2021111209;    3;   1.4; 100.0;eor
       4177;2021111210;    3;   1.6;  99.0;eor
       4177;2021111211;    3;   1.6;  98.0;eor
       4177;2021111212;    3;   1.9;  97.0;eor
       4177;2021111213;    3;   2.1;  97.0;eor
       4177;2021111214;    3;   2.5;  99.0;eor
       4177;2021111215;    3;   2.7;  98.0;eor
       4177;2021111216;    3;   2.5;  99.0;eor
       4177;2021111217;    3;   2.5; 100.0;eor
       4177;2021111218;    3;   2.4;  99.0;eor
       4177;2021111219;    3;   2.5; 100.0;eor
       4177;2021111220;    3;   2.4; 100.0;eor
       4177;2021111221;    3;   2.3; 100.0;eor
       4177;2021111222;    3;   1.9; 100.0;eor
       4177;2021111223;    3;   2.1; 100.0;eor
       4177;2021111300;    3;   2.1; 100.0;eor
       4177;2021111301;    3;   2.4; 100.0;eor
       4177;2021111302;    3;   2.5; 100.0;eor
       4177;2021111303;    3;   2.2; 100.0;eor
       4177;2021111304;    3;   2.5; 100.0;eor
       4177;2021111305;    3;   2.6; 100.0;eor
       4177;2021111306;    3;   2.6; 100.0;eor
       4177;2021111307;    3;   2.9;  99.0;eor
       4177;2021111308;    3;   3.7;  99.0;eor
       4177;2021111309;    3;   4.5;  97.0;eor
       4177;2021111310;    3;   5.5;  95.0;eor
       4177;2021111311;    3;   6.4;  97.0;eor
       4177;2021111312;    3;   7.3;  98.0;eor
       4177;2021111313;    3;   8.0;  96.0;eor
       4177;2021111314;    3;   8.2;  98.0;eor
       4177;2021111315;    3;   8.7;  99.0;eor
       4177;2021111316;    3;   8.6;  99.0;eor
       4177;2021111317;    3;   8.2;  99.0;eor
       4177;2021111318;    3;   8.3;  99.0;eor
       4177;2021111319;    3;   8.6;  99.0;eor
       4177;2021111320;    3;   8.8;  98.0;eor
       4177;2021111321;    3;   8.8;  98.0;eor
       4177;2021111322;    3;   8.8;  99.0;eor
       4177;2021111323;    3;   8.8;  99.0;eor
       4177;2021111400;    3;   8.8;  99.0;eor
       4177;2021111401;    3;   8.9;  99.0;eor
       4177;2021111402;    3;   8.8;  99.0;eor
       4177;2021111403;    3;   8.6;  99.0;eor
       4177;2021111404;    3;   8.6; 100.0;eor
       4177;2021111405;    3;   8.6;  99.0;eor
       4177;2021111406;    3;   8.5;  99.0;eor
       4177;2021111407;    3;   8.3;  97.0;eor
       4177;2021111408;    3;   8.4;  96.0;eor
       4177;2021111409;    3;   9.1;  94.0;eor
       4177;2021111410;    3;   9.6;  93.0;eor
       4177;2021111411;    3;   9.8;  91.0;eor
       4177;2021111412;    3;  10.1;  88.0;eor
       4177;2021111413;    3;  10.2;  85.0;eor
       4177;2021111414;    3;   9.7;  86.0;eor
       4177;2021111415;    3;   9.7;  86.0;eor
       4177;2021111416;    3;   9.5;  86.0;eor
       4177;2021111417;    3;   9.7;  85.0;eor
       4177;2021111418;    3;   9.6;  85.0;eor
       4177;2021111419;    3;   9.6;  85.0;eor
       4177;2021111420;    3;   9.3;  87.0;eor
       4177;2021111421;    3;   9.4;  87.0;eor
       4177;2021111422;    3;   9.8;  85.0;eor
       4177;2021111423;    3;   9.7;  82.0;eor
       4177;2021111500;    3;   9.5;  81.0;eor
       4177;2021111501;    3;   9.6;  77.0;eor
       4177;2021111502;    3;   9.2;  78.0;eor
       4177;2021111503;    3;   8.8;  78.0;eor
       4177;2021111504;    3;   8.5;  78.0;eor
       4177;2021111505;    3;   8.2;  79.0;eor
       4177;2021111506;    3;   8.0;  80.0;eor
       4177;2021111507;    3;   7.8;  80.0;eor
       4177;2021111508;    3;   7.7;  80.0;eor
       4177;2021111509;    3;   7.8;  80.0;eor
       4177;2021111510;    3;   7.8;  80.0;eor
       4177;2021111511;    3;   7.9;  81.0;eor
       4177;2021111512;    3;   8.0;  81.0;eor
       4177;2021111513;    3;   8.0;  81.0;eor
       4177;2021111514;    3;   8.1;  80.0;eor
       4177;2021111515;    3;   8.0;  81.0;eor
       4177;2021111516;    3;   7.9;  81.0;eor
       4177;2021111517;    3;   8.0;  80.0;eor
       4177;2021111518;    3;   7.9;  81.0;eor
       4177;2021111519;    3;   7.7;  82.0;eor
       4177;2021111520;    3;   7.7;  83.0;eor
       4177;2021111521;    3;   7.7;  82.0;eor
       4177;2021111522;    3;   7.7;  83.0;eor
       4177;2021111523;    3;   7.6;  85.0;eor
       4177;2021111600;    3;   7.2;  90.0;eor
       4177;2021111601;    3;   7.1;  87.0;eor
       4177;2021111602;    3;   7.0;  85.0;eor
       4177;2021111603;    3;   6.9;  86.0;eor
       4177;2021111604;    3;   6.9;  83.0;eor
       4177;2021111605;    3;   6.5;  92.0;eor
       4177;2021111606;    3;   6.5;  89.0;eor
       4177;2021111607;    3;   6.4;  91.0;eor
       4177;2021111608;    3;   6.5;  93.0;eor
       4177;2021111609;    3;   6.6;  93.0;eor
       4177;2021111610;    3;   6.7;  93.0;eor
       4177;2021111611;    3;   6.7;  94.0;eor
       4177;2021111612;    3;   7.0;  91.0;eor
       4177;2021111613;    3;   7.2;  87.0;eor
       4177;2021111614;    3;   7.2;  87.0;eor
       4177;2021111615;    3;   7.2;  88.0;eor
       4177;2021111616;    3;   6.9;  93.0;eor
       4177;2021111617;    3;   6.7;  94.0;eor
       4177;2021111618;    3;   6.9;  90.0;eor
       4177;2021111619;    3;   6.6;  93.0;eor
       4177;2021111620;    3;   6.5;  94.0;eor
       4177;2021111621;    3;   6.5;  94.0;eor
       4177;2021111622;    3;   6.4;  96.0;eor
       4177;2021111623;    3;   6.4;  97.0;eor
       4177;2021111700;    3;   6.3;  97.0;eor
       4177;2021111701;    3;   6.3;  96.0;eor
       4177;2021111702;    3;   6.2;  95.0;eor
       4177;2021111703;    3;   6.0;  96.0;eor
       4177;2021111704;    3;   6.0;  95.0;eor
       4177;2021111705;    3;   5.9;  95.0;eor
       4177;2021111706;    3;   5.8;  95.0;eor
       4177;2021111707;    3;   5.7;  95.0;eor
       4177;2021111708;    3;   5.9;  86.0;eor
       4177;2021111709;    3;   5.9;  85.0;eor
       4177;2021111710;    3;   6.6;  81.0;eor
       4177;2021111711;    3;   6.5;  80.0;eor
       4177;2021111712;    3;   6.4;  78.0;eor
       4177;2021111713;    3;   6.7;  80.0;eor
       4177;2021111714;    3;   7.2;  79.0;eor
       4177;2021111715;    3;   7.2;  78.0;eor
       4177;2021111716;    3;   7.1;  81.0;eor
       4177;2021111717;    3;   7.0;  81.0;eor
       4177;2021111718;    3;   6.9;  82.0;eor
       4177;2021111719;    3;   7.0;  80.0;eor
       4177;2021111720;    3;   6.8;  82.0;eor
       4177;2021111721;    3;   6.8;  82.0;eor
       4177;2021111722;    3;   6.8;  82.0;eor
       4177;2021111723;    3;   6.9;  81.0;eor
       4177;2021111800;    3;   7.0;  82.0;eor
       4177;2021111801;    3;   7.1;  83.0;eor
       4177;2021111802;    3;   7.0;  84.0;eor
       4177;2021111803;    3;   6.9;  84.0;eor
       4177;2021111804;    3;   6.8;  84.0;eor
       4177;2021111805;    3;   6.9;  83.0;eor
       4177;2021111806;    3;   6.8;  85.0;eor
       4177;2021111807;    3;   6.9;  87.0;eor
       4177;2021111808;    3;   7.1;  83.0;eor
       4177;2021111809;    3;   7.6;  82.0;eor
       4177;2021111810;    3;   8.2;  81.0;eor
       4177;2021111811;    3;   8.5;  78.0;eor
       4177;2021111812;    3;   8.8;  77.0;eor
       4177;2021111813;    3;   8.8;  74.0;eor
       4177;2021111814;    3;   8.7;  78.0;eor
       4177;2021111815;    3;   8.7;  74.0;eor
       4177;2021111816;    3;   8.4;  80.0;eor
       4177;2021111817;    3;   8.1;  79.0;eor
       4177;2021111818;    3;   7.9;  82.0;eor
       4177;2021111819;    3;   7.0;  85.0;eor
       4177;2021111820;    3;   6.0;  90.0;eor
       4177;2021111821;    3;   5.4;  92.0;eor
       4177;2021111822;    3;   4.8;  91.0;eor
       4177;2021111823;    3;   4.5;  94.0;eor
       4177;2021111900;    3;   4.6;  95.0;eor
       4177;2021111901;    3;   4.2;  96.0;eor
       4177;2021111902;    3;   4.9;  95.0;eor
       4177;2021111903;    3;   5.3;  95.0;eor
       4177;2021111904;    3;   5.6;  93.0;eor
       4177;2021111905;    3;   5.7;  93.0;eor
       4177;2021111906;    3;   5.9;  94.0;eor
       4177;2021111907;    3;   6.0;  91.0;eor
       4177;2021111908;    3;   6.4;  91.0;eor
       4177;2021111909;    3;   6.9;  86.0;eor
       4177;2021111910;    3;   7.0;  83.0;eor
       4177;2021111911;    3;   7.4;  85.0;eor
       4177;2021111912;    3;   7.6;  84.0;eor
       4177;2021111913;    3;   7.8;  86.0;eor
       4177;2021111914;    3;   7.9;  86.0;eor
       4177;2021111915;    3;   7.8;  87.0;eor
       4177;2021111916;    3;   7.7;  87.0;eor
       4177;2021111917;    3;   7.6;  88.0;eor
       4177;2021111918;    3;   7.3;  92.0;eor
       4177;2021111919;    3;   7.1;  96.0;eor
       4177;2021111920;    3;   7.1;  97.0;eor
       4177;2021111921;    3;   7.0;  95.0;eor
       4177;2021111922;    3;   7.2;  92.0;eor
       4177;2021111923;    3;   7.1;  94.0;eor
       4177;2021112000;    3;   7.1;  95.0;eor
       4177;2021112001;    3;   7.1;  95.0;eor
       4177;2021112002;    3;   7.1;  94.0;eor
       4177;2021112003;    3;   7.0;  96.0;eor
       4177;2021112004;    3;   6.9;  94.0;eor
       4177;2021112005;    3;   6.6;  93.0;eor
       4177;2021112006;    3;   5.4;  96.0;eor
       4177;2021112007;    3;   3.8;  99.0;eor
       4177;2021112008;    3;   4.4; 100.0;eor
       4177;2021112009;    3;   5.4;  95.0;eor
       4177;2021112010;    3;   5.8;  94.0;eor
       4177;2021112011;    3;   6.3;  92.0;eor
       4177;2021112012;    3;   7.1;  88.0;eor
       4177;2021112013;    3;   7.8;  85.0;eor
       4177;2021112014;    3;   8.3;  81.0;eor
       4177;2021112015;    3;   8.1;  82.0;eor
       4177;2021112016;    3;   7.3;  88.0;eor
       4177;2021112017;    3;   6.7;  92.0;eor
       4177;2021112018;    3;   6.2;  96.0;eor
       4177;2021112019;    3;   5.5;  97.0;eor
       4177;2021112020;    3;   5.4;  98.0;eor
       4177;2021112021;    3;   5.3;  96.0;eor
       4177;2021112022;    3;   4.9;  97.0;eor
       4177;2021112023;    3;   4.6;  97.0;eor
       4177;2021112100;    3;   4.6;  97.0;eor
       4177;2021112101;    3;   4.5;  95.0;eor
       4177;2021112102;    3;   4.5;  92.0;eor
       4177;2021112103;    3;   4.2;  93.0;eor
       4177;2021112104;    3;   4.1;  93.0;eor
       4177;2021112105;    3;   3.9;  93.0;eor
       4177;2021112106;    3;   3.9;  94.0;eor
       4177;2021112107;    3;   3.8;  92.0;eor
       4177;2021112108;    3;   3.9;  88.0;eor
       4177;2021112109;    3;   4.4;  90.0;eor
       4177;2021112110;    3;   4.7;  88.0;eor
       4177;2021112111;    3;   5.1;  87.0;eor
       4177;2021112112;    3;   5.4;  85.0;eor
       4177;2021112113;    3;   5.3;  84.0;eor
       4177;2021112114;    3;   5.6;  84.0;eor
       4177;2021112115;    3;   5.2;  84.0;eor
       4177;2021112116;    3;   5.1;  86.0;eor
       4177;2021112117;    3;   4.9;  85.0;eor
       4177;2021112118;    3;   4.8;  85.0;eor
       4177;2021112119;    3;   4.8;  85.0;eor
       4177;2021112120;    3;   4.8;  88.0;eor
       4177;2021112121;    3;   4.9;  88.0;eor
       4177;2021112122;    3;   4.6;  88.0;eor
       4177;2021112123;    3;   4.6;  90.0;eor
       4177;2021112200;    3;   4.6;  89.0;eor
       4177;2021112201;    3;   4.5;  98.0;eor
       4177;2021112202;    3;   4.5;  98.0;eor
       4177;2021112203;    3;   4.6;  98.0;eor
       4177;2021112204;    3;   4.8;  99.0;eor
       4177;2021112205;    3;   4.9;  98.0;eor
       4177;2021112206;    3;   4.9;  98.0;eor
       4177;2021112207;    3;   5.4;  98.0;eor
       4177;2021112208;    3;   5.8;  97.0;eor
       4177;2021112209;    3;   6.1;  94.0;eor
       4177;2021112210;    3;   6.4;  92.0;eor
       4177;2021112211;    3;   6.7;  88.0;eor
       4177;2021112212;    3;   7.4;  82.0;eor
       4177;2021112213;    3;   7.9;  73.0;eor
       4177;2021112214;    3;   8.2;  69.0;eor
       4177;2021112215;    3;   7.4;  74.0;eor
       4177;2021112216;    3;   7.2;  72.0;eor
       4177;2021112217;    3;   7.0;  73.0;eor
       4177;2021112218;    3;   6.7;  74.0;eor
       4177;2021112219;    3;   6.5;  73.0;eor
       4177;2021112220;    3;   6.4;  69.0;eor
       4177;2021112221;    3;   5.3;  70.0;eor
       4177;2021112222;    3;   3.8;  73.0;eor
       4177;2021112223;    3;   2.7;  77.0;eor
       4177;2021112300;    3;   2.1;  79.0;eor
       4177;2021112301;    3;   1.6;  80.0;eor
       4177;2021112302;    3;   1.1;  81.0;eor
       4177;2021112303;    3;   0.4;  85.0;eor
       4177;2021112304;    3;   0.3;  85.0;eor
       4177;2021112305;    3;  -0.3;  88.0;eor
       4177;2021112306;    3;  -0.1;  87.0;eor
       4177;2021112307;    3;  -0.3;  88.0;eor
       4177;2021112308;    3;   0.3;  85.0;eor
       4177;2021112309;    3;   1.4;  80.0;eor
       4177;2021112310;    3;   3.0;  75.0;eor
       4177;2021112311;    3;   3.8;  72.0;eor
       4177;2021112312;    3;   5.3;  66.0;eor
       4177;2021112313;    3;   6.3;  62.0;eor
       4177;2021112314;    3;   6.2;  58.0;eor
       4177;2021112315;    3;   5.9;  62.0;eor
       4177;2021112316;    3;   4.8;  67.0;eor
       4177;2021112317;    3;   2.2;  79.0;eor
       4177;2021112318;    3;   0.1;  88.0;eor
       4177;2021112319;    3;  -0.6;  92.0;eor
       4177;2021112320;    3;  -0.3;  89.0;eor
       4177;2021112321;    3;   0.1;  87.0;eor
       4177;2021112322;    3;   1.0;  81.0;eor
       4177;2021112323;    3;   0.3;  85.0;eor
       4177;2021112400;    3;  -0.1;  86.0;eor
       4177;2021112401;    3;  -0.6;  88.0;eor
       4177;2021112402;    3;  -1.0;  89.0;eor
       4177;2021112403;    3;  -0.6;  88.0;eor
       4177;2021112404;    3;  -0.6;  88.0;eor
       4177;2021112405;    3;  -0.5;  87.0;eor
       4177;2021112406;    3;  -0.1;  86.0;eor
       4177;2021112407;    3;  -0.5;  88.0;eor
       4177;2021112408;    3;  -0.3;  92.0;eor
       4177;2021112409;    3;   1.1;  85.0;eor
       4177;2021112410;    3;   2.6;  80.0;eor
       4177;2021112411;    3;   3.3;  79.0;eor
       4177;2021112412;    3;   3.8;  76.0;eor
       4177;2021112413;    3;   4.1;  72.0;eor
       4177;2021112414;    3;   4.6;  68.0;eor
       4177;2021112415;    3;   4.6;  68.0;eor
       4177;2021112416;    3;   3.3;  73.0;eor
       4177;2021112417;    3;   2.0;  78.0;eor
       4177;2021112418;    3;   2.1;  77.0;eor
       4177;2021112419;    3;  -0.9;  91.0;eor
       4177;2021112420;    3;  -0.9;  94.0;eor
       4177;2021112421;    3;  -1.2;  94.0;eor
       4177;2021112422;    3;  -0.8;  93.0;eor
       4177;2021112423;    3;   0.3;  90.0;eor
       4177;2021112500;    3;   0.9;  90.0;eor
       4177;2021112501;    3;   0.8;  91.0;eor
       4177;2021112502;    3;   1.2;  89.0;eor
       4177;2021112503;    3;   1.1;  92.0;eor
       4177;2021112504;    3;   1.2;  93.0;eor
       4177;2021112505;    3;   1.0;  94.0;eor
       4177;2021112506;    3;   1.6;  86.0;eor
       4177;2021112507;    3;   1.6;  87.0;eor
       4177;2021112508;    3;   1.8;  85.0;eor
       4177;2021112509;    3;   2.0;  83.0;eor
       4177;2021112510;    3;   2.3;  81.0;eor
       4177;2021112511;    3;   2.7;  76.0;eor
       4177;2021112512;    3;   2.8;  77.0;eor
       4177;2021112513;    3;   2.4;  76.0;eor
       4177;2021112514;    3;   2.0;  78.0;eor
       4177;2021112515;    3;   2.0;  78.0;eor
       4177;2021112516;    3;   2.0;  78.0;eor
       4177;2021112517;    3;   1.9;  79.0;eor
       4177;2021112518;    3;   1.8;  80.0;eor
       4177;2021112519;    3;   1.8;  81.0;eor
       4177;2021112520;    3;   1.8;  83.0;eor
       4177;2021112521;    3;   1.7;  84.0;eor
       4177;2021112522;    3;   1.3;  88.0;eor
       4177;2021112523;    3;   0.8;  90.0;eor
       4177;2021112600;    3;   1.1;  91.0;eor
       4177;2021112601;    3;   1.3;  86.0;eor
       4177;2021112602;    3;   1.5;  88.0;eor
       4177;2021112603;    3;   1.4;  89.0;eor
       4177;2021112604;    3;   1.5;  87.0;eor
       4177;2021112605;    3;   1.6;  85.0;eor
       4177;2021112606;    3;   1.6;  87.0;eor
       4177;2021112607;    3;   1.5;  88.0;eor
       4177;2021112608;    3;   1.7;  85.0;eor
       4177;2021112609;    3;   2.1;  80.0;eor
       4177;2021112610;    3;   2.5;  80.0;eor
       4177;2021112611;    3;   2.8;  80.0;eor
       4177;2021112612;    3;   3.0;  80.0;eor
       4177;2021112613;    3;   3.4;  80.0;eor
       4177;2021112614;    3;   3.7;  79.0;eor
       4177;2021112615;    3;   3.4;  86.0;eor
       4177;2021112616;    3;   3.4;  86.0;eor
       4177;2021112617;    3;   3.7;  83.0;eor
       4177;2021112618;    3;   3.6;  81.0;eor
       4177;2021112619;    3;   3.3;  79.0;eor
       4177;2021112620;    3;   3.4;  78.0;eor
       4177;2021112621;    3;   4.3;  73.0;eor
       4177;2021112622;    3;   4.5;  72.0;eor
       4177;2021112623;    3;   4.9;  70.0;eor
       4177;2021112700;    3;   4.2;  78.0;eor
       4177;2021112701;    3;   4.1;  80.0;eor
       4177;2021112702;    3;   4.4;  81.0;eor
       4177;2021112703;    3;   4.0;  87.0;eor
       4177;2021112704;    3;   3.5;  92.0;eor
       4177;2021112705;    3;   4.0;  88.0;eor
       4177;2021112706;    3;   4.2;  85.0;eor
       4177;2021112707;    3;   3.7;  88.0;eor
       4177;2021112708;    3;   4.2;  86.0;eor
       4177;2021112709;    3;   3.9;  91.0;eor
       4177;2021112710;    3;   3.9;  93.0;eor
       4177;2021112711;    3;   3.7;  92.0;eor
       4177;2021112712;    3;   3.8;  93.0;eor
       4177;2021112713;    3;   3.4;  91.0;eor
       4177;2021112714;    3;   3.1;  93.0;eor
       4177;2021112715;    3;   3.1;  90.0;eor
       4177;2021112716;    3;   2.0;  94.0;eor
       4177;2021112717;    3;   2.1;  90.0;eor
       4177;2021112718;    3;  -0.8;  95.0;eor
       4177;2021112719;    3;  -1.2;  98.0;eor
       4177;2021112720;    3;  -0.9;  98.0;eor
       4177;2021112721;    3;  -0.4;  95.0;eor
       4177;2021112722;    3;   0.0;  98.0;eor
       4177;2021112723;    3;   0.6;  97.0;eor
       4177;2021112800;    3;   0.6;  97.0;eor
       4177;2021112801;    3;   1.2;  92.0;eor
       4177;2021112802;    3;   1.6;  91.0;eor
       4177;2021112803;    3;   1.7;  91.0;eor
       4177;2021112804;    3;   1.7;  91.0;eor
       4177;2021112805;    3;   1.6;  91.0;eor
       4177;2021112806;    3;   1.6;  91.0;eor
       4177;2021112807;    3;   1.8;  90.0;eor
       4177;2021112808;    3;   2.2;  89.0;eor
       4177;2021112809;    3;   2.6;  88.0;eor
       4177;2021112810;    3;   3.4;  85.0;eor
       4177;2021112811;    3;   3.8;  84.0;eor
       4177;2021112812;    3;   4.3;  79.0;eor
       4177;2021112813;    3;   4.4;  79.0;eor
       4177;2021112814;    3;   3.9;  86.0;eor
       4177;2021112815;    3;   3.3;  88.0;eor
       4177;2021112816;    3;   2.5;  92.0;eor
       4177;2021112817;    3;   2.3;  92.0;eor
       4177;2021112818;    3;   2.5;  94.0;eor
       4177;2021112819;    3;   2.3;  96.0;eor
       4177;2021112820;    3;   2.5;  95.0;eor
       4177;2021112821;    3;   2.5;  97.0;eor
       4177;2021112822;    3;   2.4;  96.0;eor
       4177;2021112823;    3;   2.1;  96.0;eor
       4177;2021112900;    3;   2.0;  92.0;eor
       4177;2021112901;    3;   1.7;  95.0;eor
       4177;2021112902;    3;   1.5;  93.0;eor
       4177;2021112903;    3;   1.4;  95.0;eor
       4177;2021112904;    3;   1.7;  92.0;eor
       4177;2021112905;    3;   1.6;  94.0;eor
       4177;2021112906;    3;   1.1;  95.0;eor
       4177;2021112907;    3;   0.6;  97.0;eor
       4177;2021112908;    3;   0.6;  96.0;eor
       4177;2021112909;    3;   1.7;  90.0;eor
       4177;2021112910;    3;   2.1;  86.0;eor
       4177;2021112911;    3;   2.7;  80.0;eor
       4177;2021112912;    3;   2.7;  77.0;eor
       4177;2021112913;    3;   2.7;  77.0;eor
       4177;2021112914;    3;   2.9;  79.0;eor
       4177;2021112915;    3;   2.6;  84.0;eor
       4177;2021112916;    3;   1.6;  91.0;eor
       4177;2021112917;    3;   1.6;  92.0;eor
       4177;2021112918;    3;   1.5;  94.0;eor
       4177;2021112919;    3;   1.5;  94.0;eor
       4177;2021112920;    3;   1.6;  94.0;eor
       4177;2021112921;    3;   1.7;  93.0;eor
       4177;2021112922;    3;   1.9;  94.0;eor
       4177;2021112923;    3;   2.2;  92.0;eor
       4177;2021113000;    3;   2.6;  90.0;eor
       4177;2021113001;    3;   2.9;  85.0;eor
       4177;2021113002;    3;   2.9;  83.0;eor
       4177;2021113003;    3;   3.1;  80.0;eor
       4177;2021113004;    3;   2.6;  83.0;eor
       4177;2021113005;    3;   2.8;  78.0;eor
       4177;2021113006;    3;   2.1;  89.0;eor
       4177;2021113007;    3;   1.7;  93.0;eor
       4177;2021113008;    3;   2.1;  89.0;eor
       4177;2021113009;    3;   1.5;  93.0;eor
       4177;2021113010;    3;   1.9;  93.0;eor
       4177;2021113011;    3;   2.4;  93.0;eor
       4177;2021113012;    3;   2.3;  95.0;eor
       4177;2021113013;    3;   2.4;  93.0;eor
       4177;2021113014;    3;   2.4;  93.0;eor
       4177;2021113015;    3;   2.7;  92.0;eor
       4177;2021113016;    3;   2.9;  93.0;eor
       4177;2021113017;    3;   3.0;  92.0;eor
       4177;2021113018;    3;   3.2;  92.0;eor
       4177;2021113019;    3;   3.9;  87.0;eor
       4177;2021113020;    3;   4.4;  85.0;eor
       4177;2021113021;    3;   4.8;  85.0;eor
       4177;2021113022;    3;   5.2;  81.0;eor
       4177;2021113023;    3;   5.3;  81.0;eor
       4177;2021120100;    3;   5.2;  85.0;eor
       4177;2021120101;    3;   5.5;  81.0;eor
       4177;2021120102;    3;   5.6;  80.0;eor
       4177;2021120103;    3;   5.8;  81.0;eor
       4177;2021120104;    3;   6.3;  79.0;eor
       4177;2021120105;    3;   6.8;  77.0;eor
       4177;2021120106;    3;   7.0;  77.0;eor
       4177;2021120107;    3;   7.6;  75.0;eor
       4177;2021120108;    3;   8.0;  73.0;eor
       4177;2021120109;    3;   8.6;  72.0;eor
       4177;2021120110;    3;   9.1;  71.0;eor
       4177;2021120111;    3;   8.7;  80.0;eor
       4177;2021120112;    3;   8.8;  84.0;eor
       4177;2021120113;    3;   9.0;  83.0;eor
       4177;2021120114;    3;   8.9;  86.0;eor
       4177;2021120115;    3;   9.0;  83.0;eor
       4177;2021120116;    3;   9.1;  80.0;eor
       4177;2021120117;    3;   8.2;  87.0;eor
       4177;2021120118;    3;   8.4;  80.0;eor
       4177;2021120119;    3;   8.0;  80.0;eor
       4177;2021120120;    3;   7.5;  90.0;eor
       4177;2021120121;    3;   7.5;  86.0;eor
       4177;2021120122;    3;   7.2;  86.0;eor
       4177;2021120123;    3;   6.6;  86.0;eor
       4177;2021120200;    3;   6.4;  86.0;eor
       4177;2021120201;    3;   6.4;  85.0;eor
       4177;2021120202;    3;   5.8;  87.0;eor
       4177;2021120203;    3;   5.4;  88.0;eor
       4177;2021120204;    3;   5.7;  83.0;eor
       4177;2021120205;    3;   5.7;  85.0;eor
       4177;2021120206;    3;   5.4;  84.0;eor
       4177;2021120207;    3;   5.2;  88.0;eor
       4177;2021120208;    3;   5.3;  90.0;eor
       4177;2021120209;    3;   4.4;  91.0;eor
       4177;2021120210;    3;   4.7;  89.0;eor
       4177;2021120211;    3;   4.9;  95.0;eor
       4177;2021120212;    3;   5.1;  90.0;eor
       4177;2021120213;    3;   4.6;  84.0;eor
       4177;2021120214;    3;   4.6;  82.0;eor
       4177;2021120215;    3;   4.3;  87.0;eor
       4177;2021120216;    3;   4.0;  86.0;eor
       4177;2021120217;    3;   3.9;  78.0;eor
       4177;2021120218;    3;   3.1;  83.0;eor
       4177;2021120219;    3;   3.1;  80.0;eor
       4177;2021120220;    3;   3.0;  81.0;eor
       4177;2021120221;    3;   2.9;  82.0;eor
       4177;2021120222;    3;   2.6;  83.0;eor
       4177;2021120223;    3;   2.4;  84.0;eor
       4177;2021120300;    3;   1.7;  88.0;eor
       4177;2021120301;    3;   1.5;  91.0;eor
       4177;2021120302;    3;   1.3;  89.0;eor
       4177;2021120303;    3;   0.5;  91.0;eor
       4177;2021120304;    3;   0.2;  93.0;eor
       4177;2021120305;    3;   0.1;  92.0;eor
       4177;2021120306;    3;   0.1;  92.0;eor
       4177;2021120307;    3;  -0.1;  92.0;eor
       4177;2021120308;    3;   1.0;  83.0;eor
       4177;2021120309;    3;   1.3;  83.0;eor
       4177;2021120310;    3;   1.9;  84.0;eor
       4177;2021120311;    3;   3.0;  74.0;eor
       4177;2021120312;    3;   3.1;  74.0;eor
       4177;2021120313;    3;   3.2;  74.0;eor
       4177;2021120314;    3;   3.7;  72.0;eor
       4177;2021120315;    3;   3.5;  74.0;eor
       4177;2021120316;    3;   3.3;  74.0;eor
       4177;2021120317;    3;   3.3;  71.0;eor
       4177;2021120318;    3;   3.4;  70.0;eor
       4177;2021120319;    3;   3.2;  69.0;eor
       4177;2021120320;    3;   3.4;  67.0;eor
       4177;2021120321;    3;   3.9;  62.0;eor
       4177;2021120322;    3;   4.4;  60.0;eor
       4177;2021120323;    3;   4.8;  56.0;eor
       4177;2021120400;    3;   4.9;  66.0;eor
       4177;2021120401;    3;   4.6;  77.0;eor
       4177;2021120402;    3;   4.3;  93.0;eor
       4177;2021120403;    3;   3.4;  97.0;eor
       4177;2021120404;    3;   3.0;  98.0;eor
       4177;2021120405;    3;   2.8; 100.0;eor
       4177;2021120406;    3;   3.0;  99.0;eor
       4177;2021120407;    3;   3.2;  99.0;eor
       4177;2021120408;    3;   3.5;  99.0;eor
       4177;2021120409;    3;   3.9;  99.0;eor
       4177;2021120410;    3;   4.5;  98.0;eor
       4177;2021120411;    3;   5.6;  98.0;eor
       4177;2021120412;    3;   9.8;  95.0;eor
       4177;2021120413;    3;  10.0;  93.0;eor
       4177;2021120414;    3;   9.9;  93.0;eor
       4177;2021120415;    3;   9.8;  95.0;eor
