forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2023-02-15,wind,36 hour,0.5115687,1.994004,3.4698076,5.5571647,11.482829
2023-02-15,wind,48 hour,0.5228577,1.9932376,3.4429548,5.48448,11.25697
2023-02-15,wind,60 hour,0.86145,2.6359136,4.2209325,6.3532205,12.128258
2023-02-15,wind,72 hour,0.7345546,2.419819,3.9759417,6.102118,11.946858
2023-02-15,wind,84 hour,0.9120098,2.7088706,4.2925797,6.4097075,12.108692
