forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2023-02-01,wind,36 hour,0.7069683776905133,6.8378317622638605,13.877818835221412,22.79885224242352,42.341879420789766
2023-02-01,wind,48 hour,0.4928541615038853,4.6899376332884675,9.401685681404453,15.287937093910811,28.042184022553087
2023-02-01,wind,60 hour,0.7416209973291714,7.183042613549653,14.59434870333408,23.998028271834034,44.61925189301873
2023-02-01,wind,72 hour,0.4383869809142338,4.140497342981248,8.254785706000682,13.363239500796482,24.38149285690902
2023-02-01,wind,84 hour,0.3200286234514076,2.946273797911826,5.769570690728738,9.208538504095388,16.52374518590088
